adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category
0000950170-24-012727,1117297,"QUINSTREET, INC",US,CA,FOSTER CITY,2024-02-08 15:31:00.0,10-Q,20231231.0,2024.0,Q2,37926000.0,74727000.0,44010000.0,329093000.0,2800000.0,3200000.0,-7979000.0,,2113000.0,318199000.0,337155000.0,-0.025075503065691597,-0.02366567305838561,-0.02666519622095452,1.9703369719981016,0.05957278306971424,,,True,High Risk
0000950170-24-012754,1497253,"ORGANOVO HOLDINGS, INC.",US,CA,SAN DIEGO,2024-02-08 16:06:00.0,10-Q,20231231.0,2023.0,Q3,471000.0,152000.0,727000.0,342796000.0,,-12000000.0,-3264000.0,,519000.0,15329000.0,8881000.0,-0.21292974101376477,-0.36752617948429234,-0.38810939357907254,0.3227176220806794,-0.42064061582621176,,,True,High Risk
0000950170-24-012786,1565687,"INTAPP, INC.",US,CA,PALO ALTO,2024-02-08 16:21:00.0,10-Q,20231231.0,2024.0,Q2,10559000.0,78969000.0,11626000.0,,5587000.0,13347000.0,-9213000.0,,4646000.0,346673000.0,653528000.0,-0.026575476024957235,-0.014097330183251522,-0.014328840115153297,7.478833222843072,0.8851424829738688,,,True,High Risk
0000950170-24-012796,1177648,ENANTA PHARMACEUTICALS INC,US,MA,WATERTOWN,2024-02-08 16:24:00.0,10-Q,20231231.0,2024.0,Q1,4097000.0,8173000.0,11603000.0,432608000.0,,-35641000.0,-33407000.0,,5046000.0,216735000.0,428499000.0,-0.1541375412369945,-0.07796284238703008,-0.07871546316935359,1.9948742982670247,0.9770641566890442,,,True,High Risk
0000950170-24-012812,827876,"CLEANSPARK, INC.",US,NV,HENDERSON,2024-02-08 16:31:00.0,10-Q,20231231.0,2024.0,Q1,,5000.0,,,514000.0,-40034000.0,25909000.0,27819000.0,4221000.0,2000.0,761578000.0,12954.5,0.03402015289307202,,,380788.0,0.9313418886372623,0.03652810349038444,True,High Risk
0000950170-24-012813,933034,STRATTEC SECURITY CORP,US,WI,MILWAUKEE,2024-02-08 16:31:00.0,10-Q,20231231.0,2024.0,Q2,57927000.0,,52028000.0,101207000.0,,-6914000.0,5187000.0,2528000.0,,188594000.0,340930000.0,0.027503526093088856,0.015214266858299358,0.01832842761384155,,0.8077457395251174,2.0518196202531644,0.007415011879271405,True,High Risk
0000950170-24-012868,817720,SYNAPTICS INC,US,CA,SAN JOSE,2024-02-08 16:55:00.0,10-Q,20231231.0,2024.0,Q2,45800000.0,126600000.0,108400000.0,1009200000.0,32200000.0,128500000.0,-55600000.0,,15600000.0,1112100000.0,2573300000.0,-0.04999550400143872,-0.021606497493490848,-0.021998021760633035,2.7641921397379914,1.3139106195486017,,,True,High Risk
0000950170-24-012870,1171155,"RADIANT LOGISTICS, INC",US,WA,RENTON,2024-02-08 16:56:00.0,10-Q,20231231.0,2024.0,Q2,71213000.0,126725000.0,8739000.0,,10009000.0,67020000.0,3607000.0,,661000.0,204870000.0,123690000.0,0.01760628691365256,0.029161613711698602,0.06873487432589516,1.779520593150127,-0.3962512813003368,,,True,High Risk
0000950170-24-012899,1591588,"A-MARK PRECIOUS METALS, INC.",US,CA,EL SEGUNDO,2024-02-08 17:31:00.0,10-Q,20231231.0,2024.0,Q1,,16533000.0,0.0,170816000.0,2800000.0,-101667000.0,13766000.0,9781000.0,200000.0,599123000.0,20004000.0,0.02297691792837197,0.6881623675264947,,,-0.9666111966991753,1.407422553931091,0.4889522095580884,True,High Risk
0000950170-24-013013,797721,VIASAT INC,US,CA,CARLSBAD,2024-02-08 21:36:00.0,10-Q,20231231.0,2024.0,Q3,314611000.0,11700000.0,,2540679000.0,65848000.0,317612000.0,-968641000.0,,,5103008000.0,293780000.0,-0.18981765264722297,-3.297164544897542,46.4999759973117,0.03718878233755336,-0.942430033423424,,,True,High Risk
0000950170-24-013047,1737927,CANOPY GROWTH CORP,CA,ON,SMITH FALLS,2024-02-09 06:48:00.0,10-Q,20231231.0,2023.0,Q3,31835000.0,41292000.0,,2578519000.0,6172000.0,-259891000.0,-259465000.0,,1022000.0,544524000.0,1359751000.0,-0.4764987401840874,-0.1908180247707117,-0.19539263025673312,1.2970629809957595,1.4971369489682733,,,True,High Risk
0000950170-24-013275,912595,MID AMERICA APARTMENT COMMUNITIES INC.,US,TN,GERMANTOWN,2024-02-09 16:16:00.0,10-K,20231231.0,2023.0,FY,,,26145000.0,,,1058479000.0,655069000.0,1907003000.0,18300000.0,6094071000.0,11241165000.0,0.10749284017202951,0.05827412016459148,,,0.8446068317878147,0.34350706317714236,0.16964460534117237,True,High Risk
0000950170-24-013277,720500,AMTECH SYSTEMS INC,US,AZ,TEMPE,2024-02-09 16:19:00.0,10-Q,20231231.0,2024.0,Q1,10815000.0,26474000.0,1461000.0,,100000.0,-2508000.0,-2744000.0,,,88365000.0,51287000.0,-0.031053018729134838,-0.053502836976231795,-0.06779996046649535,2.44789644012945,-0.4196005205680982,,,True,High Risk
0000950170-24-013363,29002,DIODES INC /DEL/,US,TX,PLANO,2024-02-09 17:01:00.0,10-K,20231231.0,2023.0,FY,158261000.0,,214433000.0,509861000.0,15282000.0,280914000.0,227182000.0,149000.0,3696000.0,1513645000.0,2367659000.0,0.15008935384452762,0.09595216203008963,0.10282529449198378,,0.5642102342359008,1524.711409395973,6.293135962568935e-05,True,High Risk
0000950170-24-013370,354190,ARTHUR J. GALLAGHER & CO.,US,IL,ROLLING MEADOWS,2024-02-09 17:08:00.0,10-K,20231231.0,2023.0,FY,,2911100000.0,,7297800000.0,,2125400000.0,969500000.0,,21700000.0,10775300000.0,38358400000.0,0.08997429305912596,0.025274776841578375,,,2.5598452015257114,,,True,High Risk
0000950170-24-013566,1444192,ACASTI PHARMA INC.,US,NJ,PRINCETON,2024-02-12 07:30:00.0,10-Q,20231231.0,2024.0,Q3,,802000.0,946000.0,,,-10245000.0,-3889000.0,,443.0,-6038000.0,76185000.0,0.6440874461742299,-0.051046793988317914,,,-13.61758860549851,,,True,High Risk
0000950170-24-013874,1114995,IMPINJ INC,US,WA,SEATTLE,2024-02-12 16:26:00.0,10-K,20231231.0,2023.0,FY,25024000.0,54919000.0,,403599000.0,4953000.0,641000.0,-24301000.0,,11963000.0,23000.0,359409000.0,-1056.5652173913043,-0.06761377706178755,-0.07267371443097029,2.1946531329923276,15625.478260869566,,,True,High Risk
0000950170-24-013887,1868640,ROADZEN INC.,US,CA,BURLINGAME,2024-02-12 16:31:00.0,10-Q,20231231.0,2023.0,Q3,24313674.0,7142624.0,3575445.0,,,-14581391.0,-9529872.0,,,-46977973.0,66634885.0,0.20285830552970005,-0.143016259426275,-0.225179567758588,0.29376983503192483,-2.418428270628024,,,True,High Risk
0000950170-24-014186,755001,UNITIL CORP,US,NH,HAMPTON,2024-02-13 07:01:00.0,10-K,20231231.0,2023.0,FY,47700000.0,75000000.0,,,,97700000.0,41400000.0,,,467600000.0,584000000.0,0.0885372112917023,0.07089041095890411,0.07719559947790416,1.5723270440251573,0.24893071000855432,,,True,High Risk
0000950170-24-014240,42582,GOODYEAR TIRE & RUBBER CO /OH/,US,OH,AKRON,2024-02-13 10:11:00.0,10-K,20231231.0,2023.0,FY,4803000000.0,2610000000.0,,3117000000.0,33000000.0,521000000.0,202000000.0,1532000000.0,14000000.0,5300000000.0,22431000000.0,0.03811320754716981,0.009005394320360216,0.01145904243249376,0.5434103685196752,3.2322641509433963,0.13185378590078328,0.06829833712273194,True,High Risk
0000950170-24-014503,1382230,"ESSA BANCORP, INC.",US,PA,STROUDSBURG,2024-02-13 15:33:00.0,10-Q,20231231.0,2023.0,Q1,,,,182681000.0,47000.0,6711000.0,4337000.0,,,-9493000.0,2225438000.0,-0.45686295164858315,0.0019488298483264868,,,-235.4293690087433,,,True,High Risk
0000950170-24-014539,1045609,"PROLOGIS, INC.",US,CA,SAN FRANCISCO,2024-02-13 16:06:00.0,10-K,20231231.0,2023.0,FY,,,,,,4126430000.0,3456787000.0,98620000.0,60300000.0,53181724000.0,9512848000.0,0.0649995287854903,0.36338087184826245,,,-0.8211256182669069,35.05158182924356,0.010367032039195832,True,High Risk
0000950170-24-014566,1000045,NICHOLAS FINANCIAL INC,US,FL,CLEARWATER,2024-02-13 16:11:00.0,10-Q,20231231.0,2024.0,Q3,,,,,,1035000.0,-11661000.0,,,-76684000.0,59991000.0,0.15206561994679463,-0.19437915687353102,,,-1.7823144332585676,,,True,High Risk
0000950170-24-014581,1629210,PARAMOUNT GOLD NEVADA CORP.,US,NV,WINNEMUCCA,2024-02-13 16:15:00.0,10-Q,20231231.0,2023.0,Q2,,,,116613503.0,,-1527019.0,-1574559.0,,937.0,118158376.0,61442713.0,-0.013325834810051892,-0.02562645630572986,,,-0.4799969745691156,,,True,High Risk
0000950170-24-014584,1979332,"CENTRAL PLAINS BANCSHARES, INC.",US,NE,GRAND ISLAND,2024-02-13 16:16:00.0,10-Q,20231231.0,2024.0,Q3,,,,39317000.0,,4226000.0,0.0,,,-1641000.0,454308000.0,-0.0,0.0,,,-277.84826325411336,,,True,High Risk
0000950170-24-014629,96793,SUNLINK HEALTH SYSTEMS INC,US,GA,ATLANTA,2024-02-13 16:55:00.0,10-Q,20231231.0,2023.0,Q2,1420000.0,,,10747000.0,0.0,-1530000.0,0.0,,0.0,,23268000.0,,0.0,0.0,,,,,True,High Risk
0000950170-24-014640,1262104,"MEI PHARMA, INC.",US,CA,SAN DIEGO,2024-02-13 17:01:00.0,10-Q,20231231.0,2024.0,Q2,1378000.0,0.0,5645000.0,420174000.0,,-29052000.0,-11063000.0,41465000.0,,81361000.0,120809000.0,-0.13597423827140767,-0.0915743032389971,-0.09263089147708718,0.0,0.48485146446085964,-0.2668033281080429,0.3432277396551581,True,High Risk
0000950170-24-014659,1831096,"GREAT ELM GROUP, INC.",US,MA,WALTHAM,2024-02-13 17:21:00.0,10-Q,20231231.0,2024.0,Q2,158000.0,,,,,1344000.0,21239000.0,,1300000.0,63842000.0,135893000.0,0.3326806804298111,0.15629208274156872,0.1564740118613475,,1.1285830644403372,,,True,High Risk
0000950170-24-014927,275880,PARSONS CORP,US,VA,CENTREVILLE,2024-02-14 06:34:00.0,10-K,20231231.0,2023.0,FY,49078000.0,217419000.0,,2717134000.0,78200000.0,407699000.0,26261000.0,,,101334000.0,440928000.0,0.2591529003098664,0.05955847666739241,0.06701799157841011,4.430070500020376,3.3512345313517673,,,True,High Risk
0000950170-24-014934,1597553,"SAGE THERAPEUTICS, INC.",US,MA,CAMBRIDGE,2024-02-14 07:21:00.0,10-K,20231231.0,2023.0,FY,18950000.0,83000000.0,67264000.0,3291369000.0,,-460036000.0,-457892000.0,75000000.0,61602000.0,6000.0,1356449000.0,-76315.33333333333,-0.3375666906754327,-0.342349414840684,4.379947229551451,226073.83333333334,-6.105226666666667,0.055291426363984195,True,High Risk
0000950170-24-014960,1054905,INNOSPEC INC.,US,CO,ENGLEWOOD,2024-02-14 09:30:00.0,10-K,20231231.0,2023.0,FY,165300000.0,,23200000.0,361000000.0,10600000.0,81700000.0,,,3100000.0,-145200000.0,194900000.0,,,,,-2.3422865013774103,,,True,High Risk
0000950170-24-015090,1130464,BLACK HILLS CORP /SD/,US,SD,RAPID CITY,2024-02-14 13:11:00.0,10-K,20231231.0,2023.0,FY,186400000.0,350300000.0,243500000.0,,1200000.0,944400000.0,236700000.0,2551800000.0,,2994900000.0,9620400000.0,0.0790343584092958,0.024603966571036546,0.025090099639601442,1.8792918454935623,2.2122608434338376,0.09275805313896074,0.26524884620182115,True,High Risk
0000950170-24-015138,1477246,S&W SEED CO,US,CO,LONGMONT,2024-02-14 14:21:00.0,10-Q,20231231.0,2024.0,Q2,14891078.0,19983583.0,,,52703.0,-8340411.0,-6468852.0,,,,51616961.0,,-0.12532415459329346,-0.17613877384513804,1.3419836361074733,,,,True,High Risk
0000950170-24-015145,1021860,NOV INC.,US,TX,HOUSTON,2024-02-14 14:41:00.0,10-K,20231231.0,2023.0,FY,906000000.0,,870000000.0,8754000000.0,5000000.0,291000000.0,993000000.0,,78000000.0,5096000000.0,9550000000.0,0.1948587127158556,0.10397905759162304,0.11487737158722813,,0.8740188383045526,,,True,High Risk
0000950170-24-015187,1888654,"5E ADVANCED MATERIALS, INC.",US,CA,HESPERIA,2024-02-14 16:01:00.0,10-Q,20231231.0,2023.0,Q2,,,,,,-14772000.0,-14863000.0,,587000.0,442000.0,87139000.0,-33.626696832579185,-0.17056656606112075,,,196.14705882352942,,,True,High Risk
0000950170-24-015188,1951276,"SR BANCORP, INC.",US,NJ,BOUND BROOK,2024-02-14 16:01:00.0,10-Q,20231231.0,2024.0,Q2,,,,,509000.0,727000.0,1607000.0,,,-8228000.0,651486000.0,-0.19530870199319397,0.002466668508609548,,,-80.17914438502673,,,True,High Risk
0000950170-24-015192,1411207,ALLISON TRANSMISSION HOLDINGS INC,US,IN,INDIANAPOLIS,2024-02-14 16:02:00.0,10-K,20231231.0,2023.0,FY,0.0,363000000.0,,1848000000.0,45000000.0,635000000.0,531000000.0,,9000000.0,874000000.0,874000000.0,0.6075514874141876,0.6075514874141876,0.6075514874141876,,0.0,,,True,High Risk
0000950170-24-015204,1498382,"KINTARA THERAPEUTICS, INC.",US,CA,SAN DIEGO,2024-02-14 16:06:00.0,10-Q,20231231.0,2024.0,Q2,,,,145090000.0,,-3434000.0,-3985000.0,,954000.0,10252000.0,1885000.0,-0.3887046429964885,-2.114058355437666,,,-0.8161334373780725,,,True,High Risk
0000950170-24-015277,1404655,HUBSPOT INC,US,MA,CAMBRIDGE,2024-02-14 16:31:00.0,10-K,20231231.0,2023.0,FY,9106000.0,226849000.0,,1647446000.0,5300000.0,350971000.0,-77837000.0,,12298000.0,1647446000.0,3071392000.0,-0.047247072134686055,-0.02534258082328794,-0.025417939408663985,24.912036020206457,0.8643354622852585,,,True,High Risk
0000950170-24-015290,1605607,"PARAMOUNT GROUP, INC.",US,NY,NEW YORK,2024-02-14 16:37:00.0,10-K,20231231.0,2023.0,FY,,,,4186161000.0,19563000.0,277859000.0,-36403000.0,166783000.0,,3592291000.0,5336210000.0,-0.01013364451821971,-0.006821882946885524,,,0.48546150632006146,-0.21826565057589803,0.03125495435899262,True,High Risk
0000950170-24-015311,1173204,CINEVERSE CORP.,US,NY,NEW YORK,2024-02-14 16:51:00.0,10-Q,20231231.0,2024.0,Q3,6568000.0,20846000.0,,,,-7901000.0,9000.0,27882000.0,,40337000.0,87988000.0,0.00022312021221211295,0.00010228667545574397,0.0001105379513633014,3.1738733252131546,1.181322359124377,0.00032278889606197545,0.3168841205618948,False,Low Risk
0000950170-24-015483,1958086,CORE LABORATORIES INC. /DE/,US,TX,HOUSTON,2024-02-14 19:08:00.0,10-K,20231231.0,2023.0,FY,33506000.0,109352000.0,,110011000.0,762000.0,24956000.0,19453000.0,,1100000.0,184258000.0,159628000.0,0.10557479186792432,0.12186458516049815,0.15423954583657093,3.2636542708768577,-0.13367126529105927,,,True,High Risk
0000950170-24-015673,719413,HECLA MINING CO/DE/,US,ID,COEUR D'ALENE,2024-02-15 12:33:00.0,10-K,20231231.0,2023.0,FY,,45146000.0,,,,75499000.0,-37348000.0,5300000.0,1800000.0,-353651000.0,356637000.0,0.10560694017548374,-0.10472272927374333,,,-2.008443352344543,-7.046792452830188,0.01486104919007282,True,High Risk
0000950170-24-015684,1338749,POTLATCHDELTIC CORP,US,WA,SPOKANE,2024-02-15 12:47:00.0,10-K,20231231.0,2023.0,FY,12241000.0,21892000.0,,2294797000.0,1800000.0,491901000.0,62101000.0,,5887000.0,-28494000.0,2545608000.0,-2.1794412858847476,0.024395350737426973,0.024513226863695628,1.7884159790866758,-90.33838702884817,,,True,High Risk
0000950170-24-015744,1599617,DNOW INC.,US,TX,HOUSTON,2024-02-15 14:16:00.0,10-K,20231231.0,2023.0,FY,304000000.0,,120000000.0,2032000000.0,2000000.0,0.0,128000000.0,,8000000.0,842000000.0,1104000000.0,0.15201900237529692,0.11594202898550725,0.16,,0.31116389548693585,,,True,High Risk
0000950170-24-015810,313927,CHURCH & DWIGHT CO INC /DE/,US,NJ,EWING,2024-02-15 15:18:00.0,10-K,20231231.0,2023.0,FY,630600000.0,526900000.0,,454800000.0,120.3,1030600000.0,0.0,,,3855400000.0,6354500000.0,0.0,0.0,0.0,0.8355534411671424,0.6482077086683613,,,True,High Risk
0000950170-24-015841,1389170,TARGA RESOURCES CORP.,US,TX,HOUSTON,2024-02-15 16:01:00.0,10-K,20231231.0,2023.0,FY,1448800000.0,1408400000.0,281700000.0,,384000000.0,2380800000.0,1195500000.0,16060300000.0,57500000.0,2739700000.0,204600000.0,0.43636164543563166,5.843108504398827,-0.9608583828966404,0.9721148536720045,-0.9253202905427601,0.07443821099232269,78.4960899315738,True,High Risk
0000950170-24-015845,1508655,"SIXTH STREET SPECIALTY LENDING, INC.",US,TX,DALLAS,2024-02-15 16:03:00.0,10-K,20231231.0,2023.0,FY,,,,1294751000.0,,-224532000.0,,,,-10459000.0,3343808000.0,,,,,-320.7062816712879,,,True,High Risk
0000950170-24-015847,1050446,MICROSTRATEGY INC,US,VA,TYSONS CORNER,2024-02-15 16:02:00.0,10-K,20231231.0,2023.0,FY,,189280000.0,,1841120000.0,,12712000.0,0.0,294697000.0,2300000.0,18000.0,2410272000.0,0.0,0.0,,,133903.0,0.0,0.12226711342122383,True,High Risk
0000950170-24-015863,1590955,"PAYCOM SOFTWARE, INC.",US,OK,OKLAHOMA CITY,2024-02-15 16:06:00.0,10-K,20231231.0,2023.0,FY,13875000.0,16442000.0,,576622000.0,4000000.0,319362000.0,281389000.0,,97506000.0,623000.0,4197539000.0,451.6677367576244,0.06703666124364777,0.06725898638131551,1.185009009009009,6736.6227929374,,,True,High Risk
0000950170-24-015873,1800667,JFROG LTD,US,CA,SUNNYVALE,2024-02-15 16:09:00.0,10-K,20231231.0,2023.0,FY,14867000.0,76437000.0,35815000.0,856438000.0,11800000.0,27902000.0,-64203000.0,,24664000.0,679123000.0,972556000.0,-0.09453810281789897,-0.06601470763637261,-0.06703950865051181,5.141386964417838,0.43207636908188946,,,True,High Risk
0000950170-24-015907,906107,EQUITY RESIDENTIAL,US,IL,CHICAGO,2024-02-15 16:21:00.0,10-K,20231231.0,2023.0,FY,,,,,,1454756000.0,1332850000.0,,7258000.0,-34272000.0,769523000.0,-38.890347805788984,1.7320469953464679,,,-23.45340219421102,,,True,High Risk
0000950170-24-015920,1226616,MEDICINOVA INC,US,CA,LA JOLLA,2024-02-15 16:26:00.0,10-K,20231231.0,2023.0,FY,424646.0,,,477438451.0,,-7431038.0,-8571516.0,,237071.0,49046.0,74154905.0,-174.7648330139053,-0.11558933289712933,-0.11625506428778448,,1510.9460302573095,,,True,High Risk
0000950170-24-015942,1333274,MERCER INTERNATIONAL INC.,CA,BC,VANCOUVER,2024-02-15 16:33:00.0,10-K,20231231.0,2023.0,FY,,351993000.0,96979000.0,354495000.0,11882.0,182214000.0,-13450000.0,,,-7997000.0,1882078000.0,1.6818807052644742,-0.007146356314669211,,,-236.34800550206327,,,True,High Risk
0000950170-24-015982,1052752,GETTY REALTY CORP /MD/,US,NY,NEW YORK,2024-02-15 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,1053129000.0,7000000.0,93086000.0,90043000.0,155408000.0,4800000.0,467000.0,1562295000.0,192.81156316916488,0.05763508172272202,,,3344.385438972163,0.5793974570163698,0.09947417101123668,True,High Risk
0000950170-24-015988,36146,TRUSTMARK CORP,US,MS,JACKSON,2024-02-15 17:06:00.0,10-K,20231231.0,2023.0,FY,,,,159688000.0,675000.0,348771000.0,165489000.0,78558000.0,3625000.0,175913000.0,87201000.0,0.9407434356755896,1.8977878694051673,,,-0.5042947366027525,2.1065836706637135,0.9008841641724292,True,High Risk
0000950170-24-015995,1393584,AMERICAN WELL CORP,US,MA,BOSTON,2024-02-15 17:09:00.0,10-K,20231231.0,2023.0,FY,7236000.0,58372000.0,38988000.0,,30861000.0,-192323000.0,-270429000.0,72125000.0,10236000.0,1063877000.0,33842000.0,-0.25419197895997375,-7.990928432125761,-10.164211080207473,8.066887783305694,-0.9681899317308298,-3.7494488734835354,2.1312274688257196,True,High Risk
0000950170-24-016016,1678660,PRELUDE THERAPEUTICS INC,US,DE,WILMINGTON,2024-02-15 17:22:00.0,10-K,20231231.0,2023.0,FY,6777000.0,,13093000.0,531682000.0,,-83729000.0,-115438000.0,,25616000.0,4000.0,277665000.0,-28859.5,-0.41574559271064054,-0.4261465993325655,,69415.25,,,True,High Risk
0000950170-24-016143,1385280,"CINEMARK HOLDINGS, INC.",US,TX,PLANO,2024-02-16 06:46:00.0,10-K,20231231.0,2023.0,FY,53300000.0,69600000.0,39100000.0,1219300000.0,2100000.0,176400000.0,17200000.0,34900000.0,15800000.0,309800000.0,0.0,0.05551969012265978,,-0.3227016885553471,1.3058161350844277,-1.0,0.49283667621776506,,True,High Risk
0000950170-24-016245,9092,BADGER METER INC,US,WI,MILWAUKEE,2024-02-16 13:27:00.0,10-K,20231231.0,2023.0,FY,81807000.0,76651000.0,,59185000.0,8600000.0,82451000.0,17933000.0,,400000.0,-6977000.0,550018000.0,-2.570302422244518,0.03260438749277297,0.03830110783386123,0.9369736086153997,-79.8330227891644,,,True,High Risk
0000950170-24-016260,910606,REGENCY CENTERS CORP,US,FL,JACKSONVILLE,2024-02-16 14:06:00.0,10-K,20231231.0,2023.0,FY,,,,,5828000.0,719591000.0,484970000.0,1166161000.0,16667000.0,697591000.0,10860220000.0,0.6952067902252179,0.04465563312713739,,,14.5681767683356,0.4158688208574974,0.10737913228277143,True,High Risk
0000950170-24-016286,1005757,CSG SYSTEMS INTERNATIONAL INC,US,CO,ENGLEWOOD,2024-02-16 14:56:00.0,10-K,20231231.0,2023.0,FY,47720000.0,267680000.0,,495189000.0,13316000.0,63597000.0,44060000.0,,,,1348553000.0,,0.03267205664145199,0.03387060445114784,5.609388097233865,,,,True,High Risk
0000950170-24-016307,1588823,TFI INTERNATIONAL INC.,CA,QC,SAINT-LAURENT,2024-02-16 15:23:00.0,40-F,20231231.0,2023.0,FY,,,,,,,,,,,274777000.0,,,,,,,,True,High Risk
0000950170-24-016334,202947,CAPITAL PROPERTIES INC /RI/,US,RI,PROVIDENCE,2024-02-16 16:00:00.0,10-K,20231231.0,2023.0,FY,,,,782000.0,,2295000.0,2327000.0,1255000.0,,7591000.0,8415000.0,0.30654722697931763,0.27653000594177063,,,0.1085495982084047,1.8541832669322709,0.14913844325609033,True,High Risk
0000950170-24-016336,1925309,SIXTH STREET LENDING PARTNERS,US,TX,DALLAS,2024-02-16 16:02:00.0,10-K,20231231.0,2023.0,FY,,,,1734426000.0,,-800417000.0,3847000.0,,,22000.0,3138265000.0,174.86363636363637,0.0012258365689321966,,,142647.4090909091,,,True,High Risk
0000950170-24-016348,1099160,BEASLEY BROADCAST GROUP INC,US,FL,NAPLES,2024-02-16 16:07:00.0,10-K,20231231.0,2023.0,FY,19344621.0,53424196.0,,152794353.0,1000000.0,11147084.0,-42057430.0,,,223488808.0,714943355.0,-0.18818584418777695,-0.058826240856522126,-0.06046220032367109,2.7617080737844386,2.1990118941437102,,,True,High Risk
0000950170-24-016399,871763,MANPOWERGROUP INC.,US,WI,MILWAUKEE,2024-02-16 16:22:00.0,10-K,20231231.0,2023.0,FY,,4830000000.0,693000000.0,3484200000.0,34600000.0,644800000.0,,,,2223300000.0,455300000.0,,,,,-0.7952143210542887,,,True,High Risk
0000950170-24-016412,1372020,GREAT LAKES DREDGE & DOCK CORP,US,TX,HOUSTON,2024-02-16 16:27:00.0,10-K,20231231.0,2023.0,FY,83835000.0,,29469000.0,317337000.0,,1653000.0,49432000.0,,,-2015000.0,981780000.0,-24.532009925558313,0.05034936543828556,0.05505014226929266,,-488.2357320099256,,,True,High Risk
0000950170-24-016434,106535,WEYERHAEUSER CO,US,WA,SEATTLE,2024-02-16 16:32:00.0,10-K,20231231.0,2023.0,FY,287000000.0,357000000.0,511000000.0,7608000000.0,,1433000000.0,839000000.0,1578000000.0,,-720000000.0,12596000000.0,-1.1652777777777779,0.06660844712607177,0.06816150783979202,1.2439024390243902,-18.494444444444444,0.5316856780735107,0.12527786598920293,True,High Risk
0000950170-24-016475,720672,STIFEL FINANCIAL CORP,US,MO,ST. LOUIS,2024-02-16 16:48:00.0,10-K,20231231.0,2023.0,FY,,,,,18188000.0,499328000.0,662155000.0,5159280000.0,91600000.0,,798266000.0,,0.8294916732016646,,,,0.12834252066179777,6.463108788298637,True,High Risk
0000950170-24-016524,860730,"HCA HEALTHCARE, INC.",US,TN,NASHVILLE,2024-02-16 17:04:00.0,10-K,20231231.0,2023.0,FY,4239000000.0,9958000000.0,,,44000000.0,9431000000.0,6956000000.0,64968000000.0,16000000.0,-1774000000.0,11236000000.0,-3.9210822998872605,0.6190815236739053,0.9941403458625125,2.3491389478650624,-7.333709131905299,0.10706809506218445,5.782128871484514,True,High Risk
0000950170-24-016525,1122904,"NETGEAR, INC.",US,CA,SAN JOSE,2024-02-16 17:04:00.0,10-K,20231231.0,2023.0,FY,85550000.0,185059000.0,213476000.0,,300000.0,-4579000.0,-68987000.0,,25995000.0,136000.0,1019785000.0,-507.25735294117646,-0.06764857298352103,-0.07384330495003934,2.163167738164816,7497.419117647059,,,True,High Risk
0000950170-24-016532,23194,COMSTOCK RESOURCES INC,US,TX,FRISCO,2024-02-16 17:08:00.0,10-K,20231231.0,2023.0,FY,523260000.0,166639000.0,183111000.0,,,860940000.0,-259225000.0,,3392000.0,2358414000.0,6253623000.0,-0.10991496827953022,-0.04145197112138036,-0.04523709929021948,0.31846309673967055,1.651622234264213,,,True,High Risk
0000950170-24-016553,1526520,"TRIPADVISOR, INC.",US,MA,NEEDHAM,2024-02-16 17:21:00.0,10-K,20231231.0,2023.0,FY,39000000.0,192000000.0,13000000.0,1404000000.0,20000000.0,108000000.0,10000000.0,,36000000.0,861000000.0,2569000000.0,0.011614401858304297,0.003892565200467108,0.003952569169960474,4.923076923076923,1.983739837398374,,,True,High Risk
0000950170-24-016567,899629,ACADIA REALTY TRUST,US,NY,RYE,2024-02-16 17:32:00.0,10-K,20231231.0,2023.0,FY,,,,1953521000.0,5400000.0,155758000.0,,0.0,200000.0,1691832000.0,1579411000.0,,,,,-0.06644926919457723,,0.0,True,High Risk
0000950170-24-016606,1578348,"INVESTCORP CREDIT MANAGEMENT BDC, INC.",US,NY,NEW YORK,2024-02-16 18:37:00.0,10-Q,20231231.0,2024.0,Q2,,,,,,9188510.0,616859.0,,,78840983.0,224309889.0,0.007824090676292049,0.002750030338608923,,,1.8450924945976384,,,True,High Risk
0000950170-24-016786,56047,KIRBY CORP,US,TX,HOUSTON,2024-02-20 06:39:00.0,10-K,20231231.0,2023.0,FY,269378000.0,483406000.0,,859345000.0,7600000.0,321576000.0,-246954000.0,,13865000.0,3185431000.0,5722197000.0,-0.07752608673677126,-0.04315719993561913,-0.04528923479763403,1.794526650283245,0.7963650758719935,,,True,High Risk
0000950170-24-016787,1034670,AUTOLIV INC,US,UT,OGDEN,2024-02-20 06:39:00.0,10-K,20231231.0,2023.0,FY,1978000000.0,1699000000.0,1135000000.0,1113000000.0,3000000.0,982000000.0,488000000.0,,10000000.0,2557000000.0,8332000000.0,0.19084865076261243,0.0585693710993759,0.0768020144790683,0.858948432760364,2.2585060617911616,,,True,High Risk
