adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Accumulated Depreciation/Amortization
0001140361-25-003207,1378992,"BERRY GLOBAL GROUP, INC.",US,IN,EVANSVILLE,2025-02-05 17:13:00.0,10-Q,20241231.0,2025.0,Q1,1471000000.0,1269000000.0,,1321000000.0,47000000.0,-199000000.0,59000000.0,,,-336000000.0,16613000000.0,-0.175595238095238,0.0035514356227051,0.0038964469686963,0.8626784500339905,-50.44345238095238,,,True,High Risk,
0001140361-25-003227,1022408,EPLUS INC,US,VA,HERNDON,2025-02-05 17:39:00.0,10-Q,20241231.0,2025.0,Q3,315676000.0,644616000.0,,,3900000.0,143492000.0,33847000.0,509055000.0,,782265000.0,1653469000.0,0.0432679462841875,0.0204702960865912,0.0253006257320826,2.0420177650502414,1.113694208484337,0.0664898684817947,0.3078709065606915,False,Low Risk,
0001140361-25-003278,718332,"RAVE RESTAURANT GROUP, INC.",US,TX,THE COLONY,2025-02-06 09:11:00.0,10-Q,20241231.0,2025.0,Q2,,1411000.0,915000.0,37563000.0,42000.0,305000.0,386000.0,,3000.0,10391000.0,15819000.0,0.0371475315176595,0.0244010367279853,,,0.5223751323260514,,,True,High Risk,
0001140361-25-003514,1070524,GREENE COUNTY BANCORP INC,US,NY,CATSKILL,2025-02-07 11:06:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,8260000.0,5707000.0,,762000.0,183283000.0,2825788000.0,0.0311376396065101,0.0020196136440525,,,14.41762192892958,,,True,High Risk,
0001140361-25-003593,1133062,JANEL CORP,US,NY,NEW YORK,2025-02-07 17:01:00.0,10-Q,20241231.0,2025.0,Q1,,33815000.0,7489000.0,17084000.0,538000.0,3006000.0,276000.0,41035000.0,68000.0,19501000.0,91502000.0,0.0141531203528024,0.0030163275119669,,,3.6921696323265474,0.0067259656390885,0.4484601429476951,True,High Risk,
0001140361-25-003730,918251,MOTORCAR PARTS OF AMERICA INC,US,CA,TORRANCE,2025-02-10 16:01:00.0,10-Q,20241231.0,2025.0,Q3,,96296000.0,,,,48445000.0,-1410000.0,,,285110000.0,1005470000.0,-0.0049454596471537,-0.0014023292589535,,,2.5266037669671357,,,True,High Risk,
0001140361-25-003986,1500375,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",US,LA,SHREVEPORT,2025-02-12 11:58:00.0,10-Q,20241231.0,2025.0,Q2,,,,,85000.0,-190000.0,1003000.0,,30000.0,50542000.0,637512000.0,0.0198448814847057,0.0015733037182045,,,11.613509556408532,,,True,High Risk,
0001140361-25-004056,1858258,FRANKLIN TEMPLETON HOLDINGS TRUST,US,CA,SAN MATEO,2025-02-12 16:39:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,0.0,6529425.0,,,104172201.0,62110210.0,0.0626791498818384,0.105126435734157,,,-0.4037736612668863,,,True,High Risk,
0001140361-25-004059,1992870,FRANKLIN TEMPLETON DIGITAL HOLDINGS TRUST,US,CA,SAN MATEO,2025-02-12 16:48:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-189402632.0,213884584.0,,,280623942.0,341901126.0,0.7621751104900379,0.6255743773128141,,,0.2183604989769547,,,True,High Risk,
0001140361-25-004062,2011535,FRANKLIN ETHEREUM TRUST,US,CA,SAN MATEO,2025-02-12 16:53:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-37652377.0,8501878.0,,,2620289.0,41803344.0,3.244633702618299,0.2033779402910925,,,14.953715029143732,,,True,High Risk,
0001140361-25-004153,1444192,"GRACE THERAPEUTICS, INC.",US,NJ,PRINCETON,2025-02-13 07:31:00.0,10-Q,20241231.0,2025.0,Q3,,,0.0,,,-10245000.0,-2391000.0,,265000.0,67955000.0,73300000.0,-0.0351850489294386,-0.0326193724420191,,,0.0786549922742991,,,True,High Risk,
0001140361-25-004609,1550913,"MACKENZIE REALTY CAPITAL, INC.",US,CA,ORINDA,2025-02-14 13:23:00.0,10-Q,20241231.0,2025.0,Q2,,,,,413267.0,-585721.0,,,,82358347.0,233087768.0,,,,,1.830165690430868,,,True,High Risk,
0001140361-25-004822,1849635,TRUMP MEDIA & TECHNOLOGY GROUP CORP.,US,FL,SARASOTA,2025-02-14 16:29:00.0,10-K,20241231.0,2024.0,FY,871200.0,81000.0,3292900.0,0.0,2236900.0,-24201500.0,50523700.0,,54445500.0,-59096400.0,3363600.0,-0.8549370181601587,15.020721845641576,20.271104156636174,0.0929752066115702,-1.056917172619652,,,True,High Risk,
0001140361-25-004901,1785494,WOODBRIDGE LIQUIDATION TRUST,US,FL,FORT LAUDERDALE,2025-02-14 17:14:00.0,10-Q,20241231.0,2025.0,Q2,784000.0,,,,,,,,,,63380000.0,,,,,,,,True,High Risk,
0001140361-25-004907,1021561,"NU SKIN ENTERPRISES, INC.",US,UT,PROVO,2025-02-14 17:24:00.0,10-K,20241231.0,2024.0,FY,43113000.0,58695000.0,253702000.0,621853000.0,9700000.0,108062000.0,104778000.0,,12400000.0,821968000.0,1808626000.0,0.1274721157028011,0.0579323751842558,0.0593470566345305,1.3614223088163664,1.2003605979794834,,,True,High Risk,
0001140361-25-005084,310142,SENSIENT TECHNOLOGIES CORP,US,WI,MILWAUKEE,2025-02-19 12:56:00.0,10-K,20241231.0,2024.0,FY,,272164000.0,,115941000.0,2000000.0,12070000.0,140887000.0,,16100000.0,111352000.0,1981614000.0,1.2652399597672246,0.0710970955998494,,,16.795944392556937,,,True,High Risk,
0001140361-25-006103,909724,TANDY LEATHER FACTORY INC,US,TX,FT WORTH,2025-02-26 17:21:00.0,10-K,20241231.0,2024.0,FY,,400000.0,,,10000.0,4537000.0,3768000.0,,800000.0,51463000.0,72135000.0,0.0732176515166236,0.0522353919733832,,,0.4016866486602025,,,True,High Risk,
0001140361-25-006428,350852,COMMUNITY TRUST BANCORP INC /KY/,US,KY,PIKEVILLE,2025-02-28 08:36:00.0,10-K,20241231.0,2024.0,FY,,,,231130000.0,,99684000.0,81814000.0,32254000.0,,698202000.0,5769696000.0,0.1171781232365418,0.0141799498621764,,,7.263648628906821,2.536553605754325,0.0055902425361752,True,High Risk,
0001140361-25-006528,790359,NBT BANCORP INC,US,NY,NORWICH,2025-02-28 16:20:00.0,10-K,20241231.0,2024.0,FY,,,,,2263000.0,183223000.0,151995000.0,121025000.0,,1250453000.0,11739296000.0,0.1215519495734745,0.0129475396139598,,,8.38803457626956,1.2558975418302003,0.010309391636432,True,High Risk,
0001140859-25-000034,1140859,"CENCORA, INC.",US,PA,CONSHOHOCKEN,2025-02-05 14:09:00.0,10-Q,20241231.0,2025.0,Q1,50942162000.0,23871815000.0,2758560000.0,6030790000.0,166425000.0,885157000.0,601500000.0,72252833000.0,,645938000.0,67101667000.0,0.9312039235963824,0.0089640097912917,0.0372226748282202,0.4686062401513308,102.88251968455177,0.0083249330860147,1.076766587631869,True,High Risk,
0001141391-25-000011,1141391,MASTERCARD INC,US,NY,PURCHASE,2025-02-12 14:31:00.0,10-K,20241231.0,2024.0,FY,834000000.0,4060000000.0,8517000000.0,,414000000.0,11195000000.0,,22237000000.0,295000000.0,6929000000.0,42448000000.0,,,,4.86810551558753,5.126136527637466,,0.5238644930267622,True,High Risk,
0001142750-25-000011,1142750,AMN HEALTHCARE SERVICES INC,US,TX,DALLAS,2025-02-20 18:05:00.0,10-K,20241231.0,2024.0,FY,343847000.0,623488000.0,82257000.0,,89756000.0,653733000.0,444050000.0,,30066000.0,1162027000.0,2924394000.0,0.3821339779540406,0.1518434246548173,0.1720759203378198,1.8132716004502003,1.5166317133767115,,,True,High Risk,
0001143513-25-000005,1143513,GLADSTONE CAPITAL CORP,US,VA,MCLEAN,2025-02-11 16:10:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,-26171000.0,20001000.0,,,408695000.0,812468000.0,0.048938695114939,0.0246175849387298,,,0.9879567892927488,,,True,High Risk,
0001144800-25-000006,1144800,TRANSALTA CORP,CA,AB,CALGARY,2025-02-20 07:05:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,89000000.0,,,,,,,,True,High Risk,
0001144980-25-000077,1144980,ASBURY AUTOMOTIVE GROUP INC,US,GA,DULUTH,2025-02-26 16:21:00.0,10-K,20241231.0,2024.0,FY,155600000.0,,7300000.0,1288400000.0,,696000000.0,997300000.0,15433800000.0,20600000.0,3244100000.0,8021400000.0,0.3074196233161739,0.1243299174707657,0.1267893920516667,,1.4726118183779784,0.0646179165208827,1.924078091106291,True,High Risk,
0001145197-25-000007,1145197,INSULET CORP,US,MA,ACTON,2025-02-20 17:37:00.0,10-K,20241231.0,2024.0,FY,19200000.0,128600000.0,8900000.0,,7200000.0,119000000.0,4600000.0,1305300000.0,40900000.0,556300000.0,2588200000.0,0.0082689196476721,0.0017772969631404,0.0017905799922148,6.697916666666667,3.652525615674996,0.0035240940779897,0.5043273317363418,True,High Risk,
0001156039-25-000010,1156039,"ELEVANCE HEALTH, INC.",US,IN,INDIANAPOLIS,2025-02-20 15:59:00.0,10-K,20241231.0,2024.0,FY,,,,,767000000.0,8399000000.0,5894000000.0,156595000000.0,,-64000000.0,-17000000.0,-92.09375,-346.7058823529412,,,-0.734375,0.0376384942047958,-9211.470588235294,True,High Risk,
0001156375-25-000021,1156375,CME GROUP INC.,US,IL,CHICAGO,2025-02-27 16:30:00.0,10-K,20241231.0,2024.0,FY,90600000.0,535600000.0,,22334700000.0,227700000.0,3056000000.0,2691000000.0,5019400000.0,84800000.0,27399300000.0,129706100000.0,0.0982141879537068,0.0207469039621112,0.0207614058503805,5.911699779249449,3.733920209640392,0.5361198549627445,0.038698257059614,True,High Risk,
0001158449-25-000064,1158449,ADVANCE AUTO PARTS INC,US,NC,RALEIGH,2025-02-26 16:28:00.0,10-K,20241231.0,2024.0,FY,3526079000.0,609528000.0,616067000.0,946099000.0,14900000.0,736571000.0,464402000.0,,,3081792000.0,12276326000.0,0.1506921946711523,0.0378290703586724,0.053073016110288,0.1728628314907295,2.983502455714078,,,True,High Risk,
0001158463-25-000005,1158463,JETBLUE AIRWAYS CORP,US,NY,LONG ISLAND CITY,2025-02-14 07:03:00.0,10-K,20241231.0,2024.0,FY,641000000.0,,,3221000000.0,51000000.0,379000000.0,-362000000.0,,30000000.0,3849000000.0,13853000000.0,-0.0940504027020005,-0.0261315238576481,-0.0273993339388434,,2.59911665367628,,,True,High Risk,
0001159036-25-000010,1159036,"HALOZYME THERAPEUTICS, INC.",US,CA,SAN DIEGO,2025-02-18 16:17:00.0,10-K,20241231.0,2024.0,FY,11816000.0,233254000.0,100678000.0,2409000.0,43148000.0,240110000.0,202129000.0,,24397000.0,196953000.0,1733270000.0,1.0262803816138877,0.1166171456264748,0.1174176016321086,19.740521327014218,7.80042446675095,,,True,High Risk,
0001163165-25-000012,1163165,CONOCOPHILLIPS,US,TX,HOUSTON,2025-02-18 14:49:00.0,10-K,20241231.0,2024.0,FY,34000000.0,,,61303000000.0,,28314000000.0,18680000000.0,78494000000.0,377000000.0,45406000000.0,93829000000.0,0.4113993745320001,0.1990855705592087,0.199157737619276,,1.0664449632207198,0.2379799729915662,0.836564388408701,True,High Risk,
0001164727-25-000011,1164727,NEWMONT CORP /DE/,US,CO,DENVER,2025-02-20 20:21:00.0,10-K,20241231.0,2024.0,FY,960000000.0,734000000.0,,30419000000.0,,3220000000.0,-429000000.0,,76000000.0,29027000000.0,38482000000.0,-0.0147793433699658,-0.0111480692271711,-0.0114332924684185,0.7645833333333333,0.3257312157646329,,,True,High Risk,
0001164863-25-000009,1164863,ENPRO INC.,US,NC,CHARLOTTE,2025-02-21 06:47:00.0,10-K,20241231.0,2024.0,FY,68700000.0,,119600000.0,304900000.0,76800000.0,,205100000.0,,6000000.0,1270300000.0,2499500000.0,0.1614579233251987,0.0820564112822564,0.084375514233997,,0.9676454380854916,,,True,High Risk,
0001166003-25-000017,1166003,"XPO, INC.",US,CT,GREENWICH,2025-02-07 06:47:00.0,10-K,20241231.0,2024.0,FY,532000000.0,973000000.0,,,54000000.0,,666000000.0,,77000000.0,1138000000.0,7492000000.0,0.5852372583479789,0.088894821142552,0.0956896551724137,1.8289473684210529,5.5834797891036905,,,True,High Risk,
0001166928-25-000012,1166928,WEST BANCORPORATION INC,US,IA,WEST DES MOINES,2025-02-20 07:07:00.0,10-K,20241231.0,2024.0,FY,,,,,,59439000.0,46399000.0,,3357000.0,260328000.0,3825758000.0,0.1782328447189699,0.0121280541006514,,,13.69591438492978,,,True,High Risk,
0001167379-25-000008,1167379,ALCON INC,US,TX,FORT WORTH,2025-02-25 16:34:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,29614000000.0,,,,,,,,True,High Risk,
0001171520-25-000038,918573,GROOVE BOTANICALS INC.,US,MN,MINNEAPOLIS,2025-02-25 16:55:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-62772.0,13796.0,,,-438298.0,2142.0,-0.0314763015117568,6.440709617180206,,,-1.0048870859552177,,,True,High Risk,
0001171759-25-000012,1171759,RED ROBIN GOURMET BURGERS INC,US,CO,ENGLEWOOD,2025-02-26 16:37:00.0,10-K,20241231.0,2024.0,FY,27726000.0,21592000.0,46201000.0,229680000.0,2500000.0,35532000.0,-78883000.0,,6300000.0,74471000.0,741934000.0,-1.059244538142364,-0.106320777858947,-0.1104482167659841,0.7787636153790666,8.962723744813417,,,True,High Risk,
0001171843-25-000691,796505,"CLEARFIELD, INC.",US,MN,BROOKLYN PARK,2025-02-07 12:01:00.0,10-Q,20241231.0,2025.0,Q1,6720000.0,21309000.0,4378000.0,,310000.0,10800000.0,-5268000.0,,1271000.0,315163000.0,315275000.0,-0.016715160091762,-0.0167092221076837,-0.0170731312083745,3.170982142857143,0.000355371664821,,,True,High Risk,
0001171843-25-000820,913353,COLLIERS INTERNATIONAL GROUP INC.,CA,ON,TORONTO,2025-02-13 16:46:00.0,40-F,20241231.0,2024.0,FY,,643375000.0,,,147928000.0,165661000.0,,,27087000.0,847991000.0,5482126000.0,,,,,5.464839839102066,,,True,High Risk,
0001171843-25-000866,1540159,"EDESA BIOTECH, INC.",CA,ON,MARKHAM,2025-02-14 16:46:00.0,10-Q,20241231.0,2025.0,Q1,,,,,30000.0,-1406528.0,-1678451.0,,200000.0,7048800.0,3813982.0,-0.2381186868686868,-0.4400783747799544,,,-0.4589175462490069,,,True,High Risk,
0001171843-25-001007,1637810,FIRSTSERVICE CORP,CA,ON,TORONTO,2025-02-21 16:31:00.0,40-F,20241231.0,2024.0,FY,143347000.0,842236000.0,327736000.0,,54238000.0,280360000.0,,,21385000.0,,3625743000.0,,,,5.875504893719436,,,,True,High Risk,
0001171843-25-001106,1738021,"COMPASS THERAPEUTICS, INC.",US,MA,BOSTON,2025-02-27 08:31:00.0,10-K,20241231.0,2024.0,FY,4090000.0,,2514000.0,463796000.0,,-40618000.0,-42494000.0,,6120000.0,181638000.0,156875000.0,-0.233948843303714,-0.2708780876494024,-0.27812939751939,,-0.1363316046201786,,,True,High Risk,
0001171843-25-001156,311094,WESTAMERICA BANCORPORATION,US,CA,SAN RAFAEL,2025-02-28 16:45:00.0,10-K,20241231.0,2024.0,FY,,,,,222000.0,113702000.0,122034000.0,81702000.0,525000.0,827102000.0,6364592000.0,0.1475440755795536,0.0191738920578098,,,6.695050912704842,1.4936476463244477,0.0128369579699688,True,High Risk,
0001172052-25-000006,1172052,SAFETY INSURANCE GROUP INC,US,MA,BOSTON,2025-02-27 17:10:00.0,10-K,20241231.0,2024.0,FY,,,,226380000.0,44000.0,44326000.0,46561000.0,797559000.0,5980000.0,927173000.0,2094004000.0,0.05021824406017,0.0222353921004926,,,1.258482505422397,0.0583793800834797,0.3808774959360154,True,High Risk,
0001173514-25-000015,1173514,"HYSTER-YALE, INC.",US,OH,CLEVELAND,2025-02-25 16:41:00.0,10-K,20241231.0,2024.0,FY,523500000.0,497500000.0,,327700000.0,4300000.0,40600000.0,-74100000.0,3548300000.0,,389900000.0,2026200000.0,-0.1900487304437035,-0.0365709209357417,-0.0493112397684168,0.9503342884431708,4.1967171069505005,-0.020883239861342,1.7512091600039483,True,High Risk,
0001174850-25-000008,1174850,NICOLET BANKSHARES INC,US,WI,GREEN BAY,2025-02-25 16:17:00.0,10-K,20241231.0,2024.0,FY,,,,,6616000.0,117396000.0,94260000.0,,6300000.0,891891000.0,8468678000.0,0.1056855602310147,0.0111304267324841,,,8.495193919436344,,,True,High Risk,
0001174922-25-000039,1174922,WYNN RESORTS LTD,US,NV,LAS VEGAS,2025-02-13 17:01:00.0,10-K,20241231.0,2024.0,FY,208263000.0,,,,,-71272000.0,-423856000.0,,67627000.0,-251382000.0,13415100000.0,1.6861032213921443,-0.031595440958323,-0.0320936799628858,,-54.36539609041221,,,True,High Risk,
0001174947-25-000136,65312,"EVI INDUSTRIES, INC.",US,FL,MIAMI,2025-02-10 16:14:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,10858000.0,1341000.0,91364000.0,,130956000.0,230659000.0,0.0102400806377714,0.005813777047503,,,0.7613473227648981,0.014677553522175,0.3960998703714141,True,High Risk,
0001174947-25-000152,12040,FLANIGANS ENTERPRISES INC,US,FL,FORT LAUDERDALE,2025-02-11 16:34:00.0,10-Q,20241231.0,2025.0,Q1,,,,6240000.0,,3450000.0,109000.0,45140000.0,,61216000.0,142082000.0,0.00178058024046,0.0007671626243999,,,1.320994511238892,0.0024147097917589,0.3177038611506032,True,High Risk,
0001174947-25-000162,33533,ESPEY MFG & ELECTRONICS CORP,US,NY,SARATOGA SPRINGS,2025-02-12 16:02:00.0,10-Q,20241231.0,2025.0,Q2,3751209.0,6635490.0,,23930428.0,,5939155.0,1795370.0,10302541.0,75502.0,35879758.0,56542931.0,0.0500385203266978,0.0317523334614542,0.0340085515679901,1.7688937086683254,0.5759005676682658,0.1742647760392315,0.1822074097998209,False,Low Risk,
0001174947-25-000166,1337068,"MAGYAR BANCORP, INC.",US,NJ,NEW BRUNSWICK,2025-02-13 14:02:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,3224000.0,1652000.0,,98000.0,104790000.0,951918000.0,0.0157648630594522,0.0017354435991335,,,8.084053821929574,,,True,High Risk,
0001174947-25-000197,95029,STURM RUGER & CO INC,US,CT,SOUTHPORT,2025-02-19 17:02:00.0,10-K,20241231.0,2024.0,FY,,59864000.0,,46849000.0,400000.0,77231000.0,88332000.0,595842000.0,5700000.0,363661000.0,484763000.0,0.2428965437591603,0.182216877113146,,,0.3330079387121522,0.148247354164359,1.2291408378939812,True,High Risk,
0001174947-25-000251,66004,MIDDLESEX WATER CO,US,NJ,ISELIN,2025-02-28 16:18:00.0,10-K,20241231.0,2024.0,FY,27618000.0,18172000.0,3138000.0,,,61361000.0,42429000.0,38156000.0,,367726000.0,1236052000.0,0.1153821051543812,0.0343262257574924,0.0351107300853832,0.65797668187414,2.3613396931410886,1.1119876297305795,0.0308692514554403,True,High Risk,
0001176334-25-000040,1176334,MARTIN MIDSTREAM PARTNERS L.P.,US,TX,KILGORE,2025-02-24 16:08:00.0,10-K,20241231.0,2024.0,FY,51653000.0,,,,5713000.0,16148000.0,-10334000.0,,3285000.0,,509375000.0,,-0.0202876073619631,-0.0225770227343234,,,,,True,High Risk,
0001178670-25-000026,1178670,"ALNYLAM PHARMACEUTICALS, INC.",US,MA,CAMBRIDGE,2025-02-13 08:32:00.0,10-K,20241231.0,2024.0,FY,55519000.0,327787000.0,713013000.0,6811063000.0,,-541274000.0,-1131156000.0,43159000.0,230649000.0,588203000.0,3829880000.0,-1.9230707765856343,-0.2953502459607089,-0.2996947032888481,5.904050865469479,5.5111534623250815,-26.2090409879747,0.0112690214837018,True,High Risk,
0001178819-25-000023,1178819,ALAMOS GOLD INC,CA,ON,TORONTO,2025-02-19 17:14:00.0,6-K,20241231.0,2024.0,FY,,,,,,,,,,,4001200000.0,,,,,,,,True,High Risk,
0001178879-25-000003,1178879,"AMICUS THERAPEUTICS, INC.",US,NJ,PRINCETON,2025-02-19 16:03:00.0,10-K,20241231.0,2024.0,FY,15120000.0,87632000.0,,2836018000.0,2500000.0,-166575000.0,-236568000.0,,76512000.0,307369000.0,777880000.0,-0.7696547146914621,-0.3041188872319638,-0.3101473595888615,5.795767195767196,1.5307692057429343,,,True,High Risk,
0001179929-25-000023,1179929,"MOLINA HEALTHCARE, INC.",US,CA,LONG BEACH,2025-02-11 16:08:00.0,10-K,20241231.0,2024.0,FY,,174000000.0,,410000000.0,77000000.0,773000000.0,792000000.0,31974000000.0,103000000.0,2630000000.0,14892000000.0,0.3011406844106464,0.0531829170024174,,,4.662357414448669,0.0247701257271533,2.147058823529412,True,High Risk,
0001185185-25-000123,96885,TEL INSTRUMENT ELECTRONICS CORP,US,NJ,EAST RUTHERFORD,2025-02-13 11:20:00.0,10-Q,20241231.0,2025.0,Q3,1276935.0,1110548.0,,,,-6316840.0,133809.0,2403099.0,1942.0,5781637.0,10751790.0,0.0231437912826419,0.0124452765539505,0.0141225380230093,0.8696981443847964,0.8596445954666473,0.0556818508101414,0.2235068765293965,True,High Risk,
0001185185-25-000130,1733861,REST EZ INC.,US,UT,RIVERTON,2025-02-13 16:40:00.0,10-K,20240331.0,2023.0,FY,96.0,0.0,,,,-13312.0,171971.0,0.0,,-14111.0,2594.0,-12.187017220608036,66.29568234387047,68.84347477982386,0.0,-1.1838282191198355,,0.0,True,High Risk,
0001185185-25-000137,1326205,"IGC PHARMA, INC.",US,MD,POTOMAC,2025-02-14 16:01:00.0,10-Q,20241231.0,2025.0,Q3,773000.0,39000.0,1567000.0,,20000.0,-4673000.0,-5589000.0,204000.0,1433000.0,14911000.0,9902000.0,-0.3748239554691167,-0.5644314279943445,-0.6122247781794282,0.0504527813712807,-0.3359264972168198,-27.397058823529413,0.0206018986063421,True,High Risk,
0001185185-25-000138,1636051,FUSE GROUP HOLDING INC.,US,CA,ARCADIA,2025-02-14 16:16:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,-73147.0,-63144.0,20000.0,,-177757.0,85374.0,0.3552265170991859,-0.7396162766181742,,,-1.4802848832957352,-3.1572,0.2342633588680394,True,High Risk,
0001185185-25-000157,1098009,AMERICA GREAT HEALTH,US,CA,ALHAMBRA,2025-02-24 21:21:00.0,10-K,20240630.0,2024.0,FY,,0.0,,,,-389809.0,-761420.0,204308.0,,-4296133.0,299129.0,0.1772338053779992,-2.545456976755848,,,-1.069627499893509,-3.7268242065900505,0.6830096714126681,True,High Risk,
0001185348-25-000006,1185348,PRA GROUP INC,US,VA,NORFOLK,2025-02-27 17:30:00.0,10-K,20241231.0,2024.0,FY,,,,7071000.0,,21592000.0,117147000.0,966524000.0,,1167112000.0,4525354000.0,0.1003734003249045,0.0258868146005815,,,2.8773948001562832,0.1212044398276711,0.2135797553075406,True,High Risk,
0001193125-25-024944,1514743,"IF BANCORP, INC.",US,IL,WATSEKA,2025-02-12 12:33:00.0,10-Q,20241231.0,2025.0,Q2,,,,51913000.0,,1119000.0,185000.0,,163000.0,71753000.0,887745000.0,0.002578289409502,0.0002083931759683,,,11.37223530723454,,,True,High Risk,
0001193125-25-025337,756894,BARRICK GOLD CORP,CA,ON,TORONTO ONTARIO CANA,2025-02-12 21:38:00.0,6-K,20241231.0,2024.0,FY,,,,,,,,,,,45811000000.0,,,,,,,,True,High Risk,
0001193125-25-026631,1808898,BENITEC BIOPHARMA INC.,US,CA,HAYWARD,2025-02-14 07:51:00.0,10-Q,20241231.0,2024.0,Q2,,,,238398000.0,,-9942000.0,-5954000.0,0.0,93000.0,202000.0,52210000.0,-29.47524752475248,-0.1140394560429036,,,257.46534653465346,,0.0,True,High Risk,
0001193125-25-027255,1001902,INTEVAC INC,US,CA,SANTA CLARA,2025-02-14 16:06:00.0,10-K,20241231.0,2024.0,FY,5800000.0,62000.0,1820000.0,210320000.0,136000.0,-35073000.0,-12190000.0,124000.0,,123452000.0,156506000.0,-0.0987428312218514,-0.0778883876656486,-0.0808859633989356,0.0106896551724137,0.2677477886141982,-98.30645161290325,0.0007923018925791,True,High Risk,
0001193125-25-028861,1850262,INTEGRAL ACQUISITION CORP 1,US,NY,NEW YORK,2025-02-18 20:19:00.0,10-K,20241231.0,2024.0,FY,,,841202.0,,,-2093331.0,1527595.0,,,-7961523.0,13057688.0,-0.1918722083701824,0.1169881681963912,,,-2.6400992624149926,,,True,High Risk,
0001193125-25-032079,1127248,EMERA INC,CA,NS,HALIFAX,2025-02-21 17:01:00.0,40-F,20241231.0,2024.0,FY,1454000000.0,,172000000.0,,,2241000000.0,,7563000000.0,10000000.0,12074000000.0,39480000000.0,,,,,2.2698360112638727,,0.1915653495440729,True,High Risk,
0001193125-25-033543,853816,LANDSTAR SYSTEM INC,US,FL,JACKSONVILLE,2025-02-24 17:25:00.0,10-K,20241231.0,2024.0,FY,395980000.0,,,254642000.0,,622659000.0,430914000.0,7436562000.0,9100000.0,-5403000.0,1801846000.0,-79.75458078845087,0.2391514036160693,0.3065114313881977,,-334.48991301129,0.0579453247347362,4.127190670012864,True,High Risk,
0001193125-25-034244,9631,BANK OF NOVA SCOTIA,CA,ON,TORONTO,2025-02-25 07:19:00.0,6-K,20250131.0,2025.0,Q1,,,,,,,,,,,1412027000000.0,,,,,,,,True,High Risk,
0001193125-25-034579,1000697,WATERS CORP /DE/,US,MA,MILFORD,2025-02-25 10:55:00.0,10-K,20241231.0,2024.0,FY,84705000.0,702168000.0,,2266265000.0,58000000.0,611661000.0,707755000.0,,42564000.0,367554000.0,4626854000.0,1.9255810030634957,0.1529667890968679,0.1558194149949726,8.28956968301753,11.588229212578288,,,True,High Risk,
0001193125-25-035021,927971,BANK OF MONTREAL /CAN/,CA,ON,TORONTO,2025-02-25 15:06:00.0,6-K,20250131.0,2025.0,Q1,,,,,,,,,,,1409647000000.0,,,,,,,,True,High Risk,
0001193125-25-035910,1512717,THERATECHNOLOGIES INC.,CA,QC,MONTREAL,2025-02-26 08:33:00.0,20-F,20241130.0,2024.0,FY,,,,,,,,,,,77769000.0,,,,,,,,True,High Risk,
0001193125-25-036907,1708646,GOLDMAN SACHS PHYSICAL GOLD ETF,US,NY,NEW YORK,2025-02-26 17:14:00.0,10-K,20241231.0,2024.0,FY,94992.0,,,,,0.0,-10870549.0,,,,640552130.0,,-0.0169705922295504,-0.0169731092918196,,,,,True,High Risk,
0001193125-25-037542,1000275,ROYAL BANK OF CANADA,CA,ON,TORONTO,2025-02-27 06:30:00.0,6-K,20250131.0,2025.0,Q1,,,,,,,,,,,2171582000000.0,,,,,,,,True,High Risk,
0001193125-25-037552,1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,CA,ON,TORONTO,2025-02-27 06:39:00.0,6-K,20250131.0,2025.0,Q1,,,,,,,,,,,1041985000000.0,,,,,,,,True,High Risk,
0001193125-25-039332,1988280,MANULIFE PRIVATE CREDIT FUND,US,MA,BOSTON,2025-02-27 16:49:00.0,10-K,20241231.0,2024.0,FY,,,,-66538568.0,,-64904961.0,,,,,68484506.0,,,,,,,,True,High Risk,
0001193125-25-039791,1415311,PROSHARES TRUST II,US,MD,BETHESDA,2025-02-27 18:39:00.0,10-K,20241231.0,2024.0,FY,,,,,,1160704447.0,95781413.0,,,4173474343.0,3370218607.0,0.0229500423695308,0.0284199407127657,,,-0.1924669160473619,,,True,High Risk,
0001193125-25-041502,1725964,NUTRIEN LTD.,CA,SK,SASKATOON,2025-02-28 11:57:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,52749000000.0,,,,,,,,True,High Risk,
