adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2020,AvgPrice_2021,Performance,Accumulated Depreciation/Amortization,AvgPrice_2022,AvgPrice_2023,AvgPrice_2024,Performance Flag
0000921825-21-000006,921825,FIRST INDUSTRIAL REALTY TRUST INC,US,IL,CHICAGO,2021-02-16 07:20:00.0,10-K,20201231.0,2020.0,FY,,,,,1962000.0,240430000.0,195989000.0,448028000.0,12931000.0,1902734000.0,3791938000.0,0.1030038880894544,0.0516857079414273,,,0.9928891794649172,0.4374481059219513,0.118152775704666,True,High Risk,FR,39.86798418972332,52.12511904761905,Low Risk,,,,,False
0000922224-21-000006,922224,PPL CORP,US,PA,ALLENTOWN,2021-02-18 13:44:00.0,10-K,20201231.0,2020.0,FY,965000000.0,790000000.0,,12270000000.0,11000000.0,2746000000.0,1469000000.0,5474000000.0,11000000.0,13373000000.0,48116000000.0,0.1098482016002392,0.0305303849031507,0.0311552247036118,0.8186528497409327,2.597995962013011,0.2683595177201315,0.1137667304015296,True,High Risk,PPL,28.375810276679847,28.65690476190476,High Risk,,,,,True
0000922621-21-000010,922621,ERIE INDEMNITY CO,US,PA,ERIE,2021-02-25 16:27:00.0,10-K,20201231.0,2020.0,FY,,494637000.0,,16487000.0,,263585000.0,293304000.0,,12000000.0,1188048000.0,2117122000.0,0.2468789139832734,0.1385390166461828,,,0.7820172248932703,,,True,High Risk,ERIE,195.43395256916995,207.30555555555557,Low Risk,,,,,False
0000926326-21-000007,926326,"OMNICELL, INC",US,CA,MOUNTAIN VIEW,2021-02-24 16:05:00.0,10-K,20201231.0,2020.0,FY,46380000.0,,80311000.0,,19700000.0,103966000.0,37729000.0,,44697000.0,967503000.0,1824504000.0,0.0389962615103002,0.0206790448253333,0.0212184302107164,,0.8857864006623235,,,True,High Risk,OMCL,78.91332015810276,148.81281746031746,Low Risk,,,,,False
0000927066-21-000008,927066,DAVITA INC.,US,CO,DENVER,2021-02-12 16:07:00.0,10-K,20201231.0,2020.0,FY,403840000.0,1824282000.0,,597073000.0,13809000.0,1771640000.0,773642000.0,-162029000.0,,1383566000.0,16988516000.0,0.5591652295589802,0.0455391159533887,0.046648002047191,4.517338549920761,11.27878973608776,-4.774713168630307,-0.0095375605497266,True,High Risk,DVA,86.08458498023714,115.59063492063493,Low Risk,,,,,False
0000927089-21-000072,1500375,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",US,LA,SHREVEPORT,2021-02-12 16:14:00.0,10-Q,20201231.0,2021.0,Q2,,,,,,-2104000.0,2650000.0,,55000.0,50342000.0,518220000.0,0.0526399427913074,0.0051136582918451,,,9.293989114457114,,,True,High Risk,HFBL,13.273399209486168,17.586111111111112,Low Risk,,,,,False
0000927628-21-000094,927628,CAPITAL ONE FINANCIAL CORP,US,VA,MCLEAN,2021-02-25 16:41:00.0,10-K,20201231.0,2020.0,FY,,,,,60000000.0,16699000000.0,2714000000.0,28523000000.0,203000000.0,60204000000.0,421602000000.0,0.0450800611255066,0.0064373508664569,,,6.002890173410405,0.0951512814220103,0.0676538536344704,True,High Risk,COF,75.47715415019763,146.91238095238094,Low Risk,,,,,False
0000927653-21-000013,927653,MCKESSON CORP,US,TX,IRVING,2021-02-02 16:05:00.0,10-Q,20201231.0,2021.0,Q3,37195000000.0,,4094000000.0,,108000000.0,-280000000.0,-5205000000.0,,,-477000000.0,61845000000.0,10.91194968553459,-0.084162017948096,-0.211156186612576,,-130.65408805031447,,,True,High Risk,MCK,152.39415019762848,198.9988888888889,Low Risk,,,,,False
0000928022-21-000021,928022,CALLON PETROLEUM CO,US,TX,HOUSTON,2021-02-25 16:45:00.0,10-K,20201231.0,2020.0,FY,,133109000.0,345365000.0,3222959000.0,,467654000.0,-2533621000.0,,2663000.0,711002000.0,4362868000.0,-3.563451298308584,-0.5807237349376603,,,5.1362246519700365,,,True,High Risk,,,,,,,,,
0000929351-21-000006,929351,LIONS GATE ENTERTAINMENT CORP /CN/,US,CA,SANTA MONICA,2021-02-04 16:20:00.0,10-Q,20201231.0,2021.0,Q3,,386400000.0,,,,434400000.0,18800000.0,8000000.0,20000000.0,2745200000.0,8008000000.0,0.0068483170625091,0.0023476523476523,,,1.9170916508815388,2.35,0.0009990009990009,True,High Risk,STRZ,,,,,,,,
0000930236-21-000007,930236,REDWOOD TRUST INC,US,CA,MILL VALLEY,2021-02-26 16:54:00.0,10-K,20201231.0,2020.0,FY,5468000.0,,,2264874000.0,16000000.0,-505467000.0,-581847000.0,,12439000.0,1827231000.0,10355066000.0,-0.3184310029766351,-0.0561895984052636,-0.0562192850388971,,4.66708095473424,,,True,High Risk,RWT,8.840355731225298,11.654642857142855,Low Risk,,,,,False
0000930420-21-000051,930420,KFORCE INC,US,FL,TAMPA,2021-02-26 17:16:00.0,10-K,20201231.0,2020.0,FY,20267000.0,228373000.0,15356000.0,,,87723000.0,56039000.0,,8500000.0,134277000.0,381125000.0,0.4173387847509253,0.1470357494260413,0.1552937720654661,11.26821927270933,1.8383490843554744,,,True,High Risk,KFRC,33.480711462450586,60.05674603174603,Low Risk,,,,,False
0000931148-21-000035,931148,GRAFTECH INTERNATIONAL LTD,US,OH,BROOKLYN HEIGHTS,2021-02-23 17:12:00.0,10-K,20201231.0,2020.0,FY,78697000.0,,,,11400000.0,836603000.0,434374000.0,,1151000.0,613215000.0,1526164000.0,0.708355144606704,0.2846181668549382,0.3000925064267441,,1.4887910439242351,,,True,High Risk,EAF,8.029683794466402,11.655714285714286,Low Risk,,,,,False
0000933136-21-000005,933136,MR. COOPER GROUP INC.,US,TX,COPPELL,2021-02-23 07:04:00.0,10-K,20201231.0,2020.0,FY,,,,1126000000.0,32000000.0,2294000000.0,305000000.0,2733000000.0,17000000.0,2232000000.0,17026000000.0,0.1366487455197132,0.0179137789263479,,,6.628136200716846,0.1115989754848152,0.1605192059203571,True,High Risk,COOP,16.173280632411064,36.25801587301587,Low Risk,,,,,False
0000935036-21-000014,935036,"ACI WORLDWIDE, INC.",US,FL,NAPLES,2021-02-25 13:13:00.0,10-K,20201231.0,2020.0,FY,37010000.0,167614000.0,,682431000.0,37100000.0,183932000.0,72660000.0,,,1206597000.0,3386903000.0,0.0602189463424822,0.0214532273289196,0.0216902450317069,4.528884085382329,1.80698775150278,,,True,High Risk,ACIW,29.80879446640316,35.89087301587302,Low Risk,,,,,False
0000935494-21-000015,935494,NATIONAL INSTRUMENTS CORP,US,TX,AUSTIN,2021-02-23 16:09:00.0,10-K,20201231.0,2020.0,FY,,266869000.0,,,35000000.0,274580000.0,143659000.0,,,1128021000.0,1651889000.0,0.1273548985346904,0.0869664971435732,,,0.4644133398225742,,,True,High Risk,,,,,,,,,
0000936340-21-000112,936340,DTE ENERGY CO,US,MI,DETROIT,2021-02-19 13:41:00.0,10-K,20201231.0,2020.0,FY,1029000000.0,1665000000.0,,,71000000.0,3697000000.0,1368000000.0,,13000000.0,12425000000.0,45496000000.0,0.1101006036217303,0.0300685774573588,0.0307643870735601,1.6180758017492711,2.6616498993963784,,,True,High Risk,DTE,98.25837944664032,113.46960317460318,Low Risk,,,,,False
0000937098-21-000027,937098,"TRINET GROUP, INC.",US,CA,DUBLIN,2021-02-16 16:37:00.0,10-K,20201231.0,2020.0,FY,,18000000.0,,,5000000.0,-104000000.0,272000000.0,,22000000.0,206000000.0,3043000000.0,1.3203883495145632,0.0893854748603352,,,13.771844660194176,,,True,High Risk,TNET,60.1504743083004,86.01265873015873,Low Risk,,,,,False
0000937556-21-000033,937556,MASIMO CORP,US,CA,IRVINE,2021-02-23 17:14:00.0,10-K,20201231.0,2020.0,FY,54548000.0,,6115000.0,,,239527000.0,240302000.0,269625000.0,5692000.0,1167874000.0,1396128000.0,0.2057602104336598,0.1721203213458937,0.1791186511426825,,0.1954440290647792,0.8912452480296709,0.1931234098879186,True,High Risk,MASI,216.47027667984187,259.0398412698413,Low Risk,,,,,False
0000939057-21-000046,1010470,PROVIDENT FINANCIAL HOLDINGS INC,US,CA,RIVERSIDE,2021-02-08 14:51:00.0,10-Q,20201231.0,2021.0,Q2,,,,95593000.0,,2077000.0,2661000.0,,,120641000.0,1176837000.0,0.022057177908008,0.0022611457661511,,,8.754867748112167,,,True,High Risk,PROV,14.726482213438736,16.832063492063494,Low Risk,,,,,False
0000939057-21-000050,1046050,TIMBERLAND BANCORP INC,US,WA,HOQUIAM,2021-02-09 15:23:00.0,10-Q,20201231.0,2021.0,Q1,,,,,101000.0,9375000.0,6652000.0,,,127987000.0,1588405000.0,0.0519740286122809,0.0041878488168949,,,11.410674521631105,,,True,High Risk,TSBK,20.36434782608696,28.20956349206349,Low Risk,,,,,False
0000939057-21-000059,1041368,RIVERVIEW BANCORP INC,US,WA,VANCOUVER,2021-02-11 16:00:00.0,10-Q,20201231.0,2021.0,Q3,,,,64649000.0,121000.0,17674000.0,7058000.0,,284000.0,148843000.0,1180808000.0,0.0474190926009285,0.0059772630266732,,,6.933245097182938,,,True,High Risk,RVSB,5.350790513833992,6.972539682539682,Low Risk,,,,,False
0000939930-21-000019,939930,"PYXUS INTERNATIONAL, INC.",US,NC,MORRISVILLE,2021-02-09 16:31:00.0,10-Q,20201231.0,2021.0,Q3,61076000.0,177556000.0,75813000.0,,3160000.0,-387218000.0,-13478000.0,26675000.0,,376208000.0,1696055000.0,-0.0358259260834432,-0.0079466762575506,-0.0082435309566667,2.907132097714323,3.508290626461957,-0.5052671040299906,0.0157276739256686,True,High Risk,PYYX,4.523334567901235,3.162043650793651,High Risk,,,,,True
0000944809-21-000015,944809,"OPKO HEALTH, INC.",US,FL,MIAMI,2021-02-18 16:10:00.0,10-K,20201231.0,2020.0,FY,62537000.0,286314000.0,240869000.0,,56400000.0,-109141000.0,30586000.0,0.0,4200000.0,1843623000.0,2473063000.0,0.0165901597018479,0.0123676590527616,0.0126885169460939,4.578313638326111,0.3414147035483936,,0.0,True,High Risk,OPK,3.0655928853754943,4.109861111111111,Low Risk,,,,,False
0000945841-21-000022,945841,POOL CORP,US,LA,COVINGTON,2021-02-25 12:33:00.0,10-K,20201231.0,2020.0,FY,261963000.0,,143694000.0,519579000.0,1000000.0,118656000.0,59174000.0,3936623000.0,,410180000.0,1739670000.0,0.1442634940757716,0.034014497002305,0.0400444743105365,,3.2412355551221417,0.0150316654655525,2.262856173872056,True,High Risk,POOL,276.2699209486166,443.0789682539682,Low Risk,,,,,False
0000946673-21-000003,946673,BANNER CORP,US,WA,WALLA WALLA,2021-02-23 15:30:00.0,10-K,20201231.0,2020.0,FY,,,,,6099000.0,30775000.0,146278000.0,,9200000.0,1666264000.0,15031623000.0,0.0877880095831152,0.0097313510324201,,,8.02115331063985,,,True,High Risk,BANR,39.80944664031621,55.458134920634926,Low Risk,,,,,False
0001000228-21-000019,1000228,HENRY SCHEIN INC,US,NY,MELVILLE,2021-02-17 12:53:00.0,10-K,20201231.0,2020.0,FY,880266000.0,1424787000.0,,,105900000.0,684706000.0,403794000.0,,32600000.0,2998044000.0,7772532000.0,0.1346858151514787,0.0519514104284163,0.0585865374319563,1.6185868816925792,1.5925343323847148,,,True,High Risk,HSIC,62.0052766798419,74.17890873015872,Low Risk,,,,,False
0001000753-21-000009,1000753,"INSPERITY, INC.",US,TX,KINGWOOD,2021-02-11 18:56:00.0,10-K,20201231.0,2020.0,FY,4565000.0,6559000.0,60777000.0,95528000.0,,184480000.0,138237000.0,,,66321000.0,1394996000.0,2.084362419143258,0.0990949077990187,0.0994202517061256,1.436801752464403,20.03400129672351,,,True,High Risk,NSP,67.49169960474308,98.96091269841268,Low Risk,,,,,False
0001001250-21-000010,1001250,ESTEE LAUDER COMPANIES INC,US,NY,NEW YORK,2021-02-05 11:54:00.0,10-Q,20201231.0,2021.0,Q2,,1972000000.0,,4790000000.0,11000000.0,1255000000.0,,,,-435000000.0,19595000000.0,,,,,-46.04597701149425,,,True,High Risk,EL,204.6857312252964,311.23051587301586,Low Risk,,,,,False
0001002135-21-000003,1002135,WESTELL TECHNOLOGIES INC,US,IL,AURORA,2021-02-12 16:28:00.0,10-Q,20201231.0,2021.0,Q3,1065000.0,4923000.0,3220000.0,,226000.0,-1224000.0,-2644000.0,7649000.0,152000.0,41180000.0,37526000.0,-0.0642059252064108,-0.0704578159142994,-0.0725158388415018,4.622535211267605,-0.0887323943661971,-0.3456661001438096,0.2038320098065341,True,High Risk,,,,,,,,,
0001002517-21-000018,1002517,"NUANCE COMMUNICATIONS, INC.",US,MA,BURLINGTON,2021-02-09 16:06:00.0,10-Q,20201231.0,2021.0,Q1,71833000.0,216447000.0,157779000.0,,14793000.0,53553000.0,14895000.0,272598000.0,10459000.0,-132773000.0,3647685000.0,-0.1121839530627461,0.004083411807763,0.0041654408515788,3.0131972770175266,-28.473093174064005,0.0546408997864988,0.0747317819384075,True,High Risk,,,,,,,,,
0001002638-21-000011,1002638,OPEN TEXT CORP,CA,ON,ONTARIO CANADA,2021-02-04 17:07:00.0,10-Q,20201231.0,2021.0,Q2,42121000.0,445841000.0,91374000.0,,54926000.0,516359000.0,37899000.0,,14526000.0,4001854000.0,9769098000.0,0.0094703604879138,0.0038794779210936,0.0038962773326183,10.584767693074712,1.4411430302054995,,,True,High Risk,OTEX,42.13339920948616,49.14321428571428,Low Risk,,,,,False
0001002910-21-000065,1002910,AMEREN CORP,US,MO,ST LOUIS,2021-02-22 17:22:00.0,10-K,20201231.0,2020.0,FY,,415000000.0,,,,1727000000.0,0.0,37000000.0,21000000.0,8938000000.0,32030000000.0,0.0,0.0,,,2.583575744014321,0.0,0.0011551670309085,True,High Risk,AEE,77.59897233201582,82.30976190476191,Low Risk,,,,,False
0001004434-21-000014,1004434,"AFFILIATED MANAGERS GROUP, INC.",US,FL,WEST PALM BEACH,2021-02-19 16:35:00.0,10-K,20201231.0,2020.0,FY,,,,707200000.0,93400000.0,1140600000.0,202200000.0,3231700000.0,44700000.0,2937500000.0,7653500000.0,0.0688340425531914,0.0264192852943097,,,1.6054468085106384,0.062567688832503,0.4222512575945645,True,High Risk,AMG,74.71592885375495,155.69896825396825,Low Risk,,,,,False
0001004980-21-000007,1004980,PG&E CORP,US,CA,SAN FRANCISCO,2021-02-25 08:28:00.0,10-K,20201231.0,2020.0,FY,,1883000000.0,49000000.0,,,4752000000.0,,18469000000.0,35000000.0,21001000000.0,97856000000.0,,,,,3.659587638683872,,0.1887365107913669,True,High Risk,PCG,11.173359683794468,10.866785714285712,High Risk,,,,,True
0001005011-21-000004,1005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",US,GA,ATLANTA,2021-02-16 06:35:00.0,10-K,20201231.0,2020.0,FY,716100000.0,596600000.0,,,-7000000.0,-350500000.0,232900000.0,6559900000.0,33800000.0,,7794700000.0,,0.0298792769445905,0.0329019862684711,0.83312386538193,,0.0355035899937499,0.8415846665041631,True,High Risk,,,,,,,,,
0001005276-21-000003,1005276,MOHEGAN TRIBAL GAMING AUTHORITY,US,CT,UNCASVILLE,2021-02-16 15:06:00.0,10-Q,20201231.0,2021.0,Q1,,51606000.0,,,,-10958000.0,-26621000.0,,,-75469000.0,2707188000.0,0.3527408604857623,-0.009833450798393,,,-36.8715234069618,,,True,High Risk,,,,,,,,,
0001006655-21-000006,1006655,EVOLUTION PETROLEUM CORP,US,TX,HOUSTON,2021-02-04 17:09:00.0,10-Q,20201231.0,2021.0,Q2,1471679.0,2500000.0,1376121.0,,,8174058.0,-19845155.0,,236190.0,80125858.0,64702008.0,-0.247674789329557,-0.3067162150516256,-0.3138550014503324,1.698740010559368,-0.1924952866027344,,,True,High Risk,EPM,3.092173913043478,4.358849206349207,Low Risk,,,,,False
0001010549-21-000006,65759,MICROPAC INDUSTRIES INC,US,TX,GARLAND,2021-02-11 12:13:00.0,10-K,20201130.0,2020.0,FY,851000.0,,2890000.0,,,3944000.0,1472000.0,25450000.0,,24743000.0,31144000.0,0.0594915733742876,0.0472643205753917,0.0485920839797973,,0.2586994301418583,0.0578388998035363,0.8171718469047008,True,High Risk,,,,,,,,,
0001010549-21-000014,65759,MICROPAC INDUSTRIES INC,US,TX,GARLAND,2021-02-23 16:22:00.0,10-K/A,20201130.0,2020.0,FY,851000.0,,2890000.0,,,3944000.0,1472000.0,25450000.0,,24743000.0,31144000.0,0.0594915733742876,0.0472643205753917,0.0485920839797973,,0.2586994301418583,0.0578388998035363,0.8171718469047008,True,High Risk,,,,,,,,,
0001012771-21-000007,1012771,FBL FINANCIAL GROUP INC,US,IA,WEST DES MOINES,2021-02-24 17:42:00.0,10-K,20201231.0,2020.0,FY,,,,,,229146000.0,72513000.0,732265000.0,500000.0,1692099000.0,10996272000.0,0.0428538755711102,0.0065943257860482,,,5.498598486258783,0.0990256259687408,0.0665921141274061,True,High Risk,,,,,,,,,
0001013462-21-000009,1013462,ANSYS INC,US,PA,CANONSBURG,2021-02-24 16:19:00.0,10-K,20201231.0,2020.0,FY,14298000.0,537564000.0,154310000.0,,16599000.0,484988000.0,419375000.0,1681297000.0,145615000.0,2245831000.0,5940590000.0,0.1867348878878241,0.0705948399064739,0.0707651597322575,37.59714645404952,1.6451634161252562,0.2494354061180148,0.2830185217293232,False,Low Risk,ANSS,293.38416996047425,361.7831746031746,Low Risk,,,,,False
0001013857-21-000032,1013857,PEGASYSTEMS INC,US,MA,CAMBRIDGE,2021-02-17 16:20:00.0,10-K,20201231.0,2020.0,FY,17475000.0,215827000.0,59261000.0,204432000.0,3970000.0,104356000.0,-61373000.0,,0.0,655870000.0,984812000.0,-0.0935749462545931,-0.0623195086981068,-0.063445314301014,12.350615164520743,0.5015353652400628,,,True,High Risk,PEGA,103.50774703557312,127.04222222222222,Low Risk,,,,,False
0001014473-21-000005,1014473,VERISIGN INC/CA,US,VA,RESTON,2021-02-19 16:12:00.0,10-K,20201231.0,2020.0,FY,,4642000.0,,,,697767000.0,,214204000.0,,-1490100000.0,1766910000.0,,,,,-2.185766055969398,,0.1212308493358462,True,High Risk,VRSN,203.88600790513837,216.36694444444444,Low Risk,,,,,False
0001015328-21-000057,1015328,WINTRUST FINANCIAL CORP,US,IL,ROSEMONT,2021-02-26 17:30:00.0,10-K,20201231.0,2020.0,FY,,,,,11000000.0,-518465000.0,107315000.0,315949000.0,-4900000.0,4115995000.0,45080768000.0,0.0260726750153972,0.0023805051413498,,,9.952580846186644,0.3396592488028131,0.0070085097041825,True,High Risk,WTFC,47.97339920948617,78.24829365079366,Low Risk,,,,,False
0001016178-21-000007,1016178,CARVER BANCORP INC,US,NY,NEW YORK,2021-02-16 16:53:00.0,10-Q,20201231.0,2020.0,Q3,,,,,,2451000.0,-2931000.0,,,46408000.0,686399000.0,-0.0631572142734011,-0.0042701111161292,,,13.790531804861232,,,True,High Risk,CARV,4.585454545454545,12.217777777777778,Low Risk,,,,,False
0001017386-21-000031,1627554,QUEST MANAGEMENT INC,US,NY,FULTON,2021-02-09 17:35:00.0,10-Q,20200731.0,2020.0,Q3,,,502.0,,,-15250.0,-648235.0,36443.0,,-27704.0,0.0,23.39860669939359,,,,-1.0,-17.787640973575172,,True,High Risk,,,,,,,,,
0001017386-21-000039,1374567,"LUVU BRANDS, INC.",US,GA,ATLANTA,2021-02-12 16:16:00.0,10-Q,20201231.0,2021.0,Q2,2435000.0,915000.0,623000.0,,,-117000.0,,11081000.0,5000.0,-2155000.0,5447000.0,,,,0.3757700205338809,-3.5276102088167054,,2.034330824306958,True,High Risk,LUVU,0.0962845849802371,0.2401984126984126,Low Risk,,,,,False
0001017386-21-000040,1579010,"LIFE ON EARTH, INC.",US,NY,NEW YORK,2021-02-12 17:01:00.0,10-Q/A,20201130.0,2021.0,Q2,,,,,23000.0,,-1167811.0,20992.0,,-14875376.0,2979.0,0.0785063180923964,-392.01443437395096,,,-1.0002002638454317,-55.631240472560975,7.046659953004364,True,High Risk,,,,,,,,,
0001018724-21-000004,1018724,AMAZON COM INC,US,WA,SEATTLE,2021-02-02 19:44:00.0,10-K,20201231.0,2020.0,FY,47183000000.0,20816000000.0,32439000000.0,,475000000.0,30723000000.0,11588000000.0,,5418000000.0,27709000000.0,225248000000.0,0.4182034717961673,0.0514455178292371,0.0650773593912335,0.4411758472331136,7.129055541520805,,,True,High Risk,AMZN,134.04233201581027,167.19345238095238,Low Risk,,,,,False
0001019056-21-000102,1074871,"MODULAR MEDICAL, INC.",US,CA,SAN DIEGO,2021-02-12 15:12:00.0,10-Q,20201231.0,2021.0,Q3,367019.0,,,,,-2776998.0,-5605431.0,,,6474057.0,3858551.0,-0.8658297262443009,-1.452729534999019,-1.6054359518973331,,-0.4039979876605967,,,True,High Risk,MODD,,,,,,,,
0001019056-21-000132,1468679,AMERICAN CRYOSTEM CORP,US,NJ,EATONTOWN,2021-02-16 16:03:00.0,10-Q,20201231.0,2021.0,Q1,,500000.0,,,1424.0,-268572.0,-46034.0,133126.0,,-1238005.0,1476849.0,0.037184017835146,-0.0311704175579223,,,-2.192926522913881,-0.3457927076604119,0.0901419170138585,True,High Risk,,,,,,,,,
0001020569-21-000067,1020569,IRON MOUNTAIN INC,US,MA,BOSTON,2021-02-24 16:14:00.0,10-K,20201231.0,2020.0,FY,324708000.0,859344000.0,,4340078000.0,186774000.0,935549000.0,,4147270000.0,37674000.0,1136729000.0,14149267000.0,,,,2.6465131749140767,11.44735288709974,,0.2931084698592514,True,High Risk,IRM,27.92252964426877,42.01301587301587,Low Risk,,,,,False
0001021635-21-000026,1021635,OGE ENERGY CORP.,US,OK,OKLAHOMA CITY,2021-02-24 18:50:00.0,10-K,20201231.0,2020.0,FY,251500000.0,157800000.0,,1122600000.0,,712800000.0,339400000.0,2270300000.0,900000.0,3631800000.0,10718800000.0,0.0934522826146814,0.031663992237937,0.0324247895827959,0.6274353876739562,1.951373974337794,0.1494956613663392,0.2118054259805202,True,High Risk,OGE,33.739841897233205,33.72876984126984,High Risk,,,,,True
0001022079-21-000029,1022079,QUEST DIAGNOSTICS INC,US,NJ,SECAUCUS,2021-02-22 16:15:00.0,10-K,20201231.0,2020.0,FY,,1520000000.0,356000000.0,2841000000.0,103000000.0,2005000000.0,1431000000.0,,,6759000000.0,14026000000.0,0.2117177097203728,0.1020248110651647,,,1.0751590471963308,,,True,High Risk,DGX,112.50790513833992,138.3623015873016,Low Risk,,,,,False
0001022408-21-000003,1022408,EPLUS INC,US,VA,HERNDON,2021-02-03 17:40:00.0,10-Q,20201231.0,2021.0,Q3,82919000.0,460385000.0,13054000.0,,2300000.0,-74728000.0,58844000.0,1215716000.0,,450289000.0,952608000.0,0.1306805185114448,0.0617714736806745,0.0676609684611395,5.552225666011409,1.1155480147194357,0.0484027519585166,1.2761975545030064,False,Low Risk,PLUS,37.33881422924902,49.98420634920635,Low Risk,,,,,False
0001023128-21-000022,1023128,LITHIA MOTORS INC,US,OR,MEDFORD,2021-02-19 16:49:00.0,10-K,20201231.0,2020.0,FY,125300000.0,505000000.0,458300000.0,41400000.0,,519700000.0,470300000.0,,23200000.0,1083200000.0,6083900000.0,0.4341765140324963,0.0773023882706816,0.0789279360923706,4.030327214684757,4.616598966026588,,,True,High Risk,LAD,184.1520948616601,344.2539285714286,Low Risk,,,,,False
0001024305-21-000017,1024305,COTY INC.,US,NY,NEW YORK,2021-02-09 16:02:00.0,10-Q,20201231.0,2021.0,Q2,1190300000.0,531700000.0,,,61800000.0,462000000.0,-30900000.0,,9600000.0,3077400000.0,14159800000.0,-0.0100409436537336,-0.0021822342123476,-0.0023825128185357,0.4466941107283878,3.601221810619354,,,True,High Risk,COTY,5.766205533596837,8.67515873015873,Low Risk,,,,,False
0001024725-21-000004,1024725,TENNECO INC,US,IL,LAKE FOREST,2021-02-24 16:57:00.0,10-K,20201231.0,2020.0,FY,,,,4442000000.0,130000000.0,629000000.0,-1521000000.0,,13000000.0,-119000000.0,11852000000.0,12.781512605042018,-0.1283327708403644,,,-100.5966386554622,,,True,High Risk,,,,,,,,,
0001025378-21-000040,1025378,W. P. CAREY INC.,US,NY,NEW YORK,2021-02-12 16:29:00.0,10-K,20201231.0,2020.0,FY,,,,,226200000.0,801538000.0,455359000.0,1209319000.0,100000.0,6876713000.0,14707636000.0,0.0662175373612364,0.0309607199960619,,,1.1387596079696798,0.3765416734542333,0.082223886965927,True,High Risk,WPC,67.96367588932806,73.26396825396824,Low Risk,,,,,False
0001025835-21-000018,1025835,ENTERPRISE FINANCIAL SERVICES CORP,US,MO,CLAYTON,2021-02-19 17:18:00.0,10-K,20201231.0,2020.0,FY,,,,,5673000.0,108808000.0,89217000.0,32984000.0,4178000.0,-3622000.0,9751571000.0,-24.631971286582,0.0091489873785464,,,-2693.316675869685,2.7048569003153045,0.0033824293542035,True,High Risk,EFSC,32.83972332015811,45.93222222222222,Low Risk,,,,,False
0001025996-21-000062,1025996,KILROY REALTY CORP,US,CA,LOS ANGELES,2021-02-12 16:40:00.0,10-K,20201231.0,2020.0,FY,,12007000.0,,,35130000.0,410043000.0,78642000.0,898397000.0,37600000.0,5029943000.0,10000708000.0,0.0156347696186616,0.0078636432540576,,,0.9882348567369452,0.0875359111840311,0.0898333397995422,True,High Risk,KRC,62.42948616600791,66.73194444444445,Low Risk,,,,,False
0001026214-21-000033,1026214,FEDERAL HOME LOAN MORTGAGE CORP,US,VA,MCLEAN,2021-02-11 07:58:00.0,10-K,20201231.0,2020.0,FY,,,,,,674000000.0,7326000000.0,,,16413000000.0,2627415000000.0,0.4463535002741729,0.0027882919142959,,,159.08133796380918,,,True,High Risk,FMCC,2.1525296442687742,1.4867063492063493,High Risk,,,,,True
0001028918-21-000023,1028918,PACIFIC PREMIER BANCORP INC,US,CA,IRVINE,2021-02-26 16:19:00.0,10-K,20201231.0,2020.0,FY,,,,,17072000.0,196491000.0,60351000.0,,10800000.0,2746649000.0,19736544000.0,0.0219725927848807,0.0030578301854671,,,6.185681170036652,,,True,High Risk,PPBI,23.9004743083004,41.01345238095239,Low Risk,,,,,False
0001031203-21-000007,1031203,GROUP 1 AUTOMOTIVE INC,US,TX,HOUSTON,2021-02-24 12:45:00.0,10-K,20201231.0,2020.0,FY,442600000.0,,206700000.0,308300000.0,,270000000.0,157800000.0,,-10600000.0,1124300000.0,5570200000.0,0.1403539980432269,0.0283293239021938,0.0307746314065059,,3.954371609001156,,,True,High Risk,GPI,86.8595652173913,169.5360714285714,Low Risk,,,,,False
0001031296-21-000020,1031296,FIRSTENERGY CORP,US,OH,AKRON,2021-02-18 06:51:00.0,10-K,20201231.0,2020.0,FY,87000000.0,0.0,,10076000000.0,7000000.0,1410000000.0,1079000000.0,-195000000.0,0.0,3925000000.0,42301000000.0,0.2749044585987261,0.0255076712134464,0.0255602406784479,0.0,9.777324840764331,-5.533333333333333,-0.0046098200988156,True,High Risk,FE,37.19711462450593,36.6325,High Risk,,,,,True
0001032208-21-000007,1032208,SEMPRA ENERGY,US,CA,SAN DIEGO,2021-02-25 17:01:00.0,10-K,20201231.0,2020.0,FY,,1578000000.0,,,11000000.0,2591000000.0,414000000.0,11370000000.0,62000000.0,23373000000.0,66623000000.0,0.0177127454755487,0.0062140702159914,,,1.8504257048731445,0.0364116094986807,0.1706617834681716,True,High Risk,SRE,64.52699604743083,65.02420634920634,High Risk,,,,,True
