adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2021,AvgPrice_2022,Performance
0000860731-22-000011,860731,TYLER TECHNOLOGIES INC,US,TX,PLANO,2022-02-23 17:12:00.0,10-K,20211231.0,2021.0,FY,14011000.0,382319000.0,83084000.0,,1075650000.0,90800000.0,254720000.0,194820000.0,,23705000.0,481000.0,1267068000.0,405.031185031185,0.1537565466099688,0.1554757684606526,27.287060167011635,2633.2370062370064,,,True,High Risk,TYL,463.57194444444445,378.36768924302794,High Risk
0000860748-22-000036,860748,KEMPER CORP,US,IL,CHICAGO,2022-02-10 16:13:00.0,10-K,20211231.0,2021.0,FY,,,,,1790700000.0,87000000.0,262600000.0,-120500000.0,3451200000.0,24900000.0,4007700000.0,14341900000.0,-0.0300671207924744,-0.0084019551105502,,,2.578586221523567,-0.0349153917477978,0.240637572427642,True,High Risk,KMPR,70.61349206349206,50.635458167330675,High Risk
0000862668-22-000004,862668,ESCALON MEDICAL CORP,US,PA,WAYNE,2022-02-14 16:37:00.0,10-Q,20211231.0,2022.0,Q2,1102125.0,1334506.0,695553.0,,,,-581447.0,-53154.0,5376000.0,,1777156.0,5237637.0,-0.0299095858776607,-0.0101484696247563,-0.0128530639011566,1.2108481342860384,1.9472015962582916,-0.0098872767857142,1.0264170655583806,True,High Risk,ESMC,0.21805555555555556,0.10208256972111555,Potential Bankruptcy
0000863894-22-000003,863894,VERU INC.,US,FL,MIAMI,2022-02-09 13:00:00.0,10-Q,20211231.0,2022.0,Q1,3409771.0,8071541.0,,,,60000.0,659241.0,-6380006.0,14616989.0,561484.0,-89192552.0,172164557.0,0.0715307035950714,-0.03705760413858,-0.0378063707182799,2.3671797900797444,-2.9302571026334125,-0.4364788124284693,0.0849012668734134,True,High Risk,VERU,9.210674603174605,9.980956175298806,Low Risk
0000864270-22-000003,864270,AMERICAN HONDA FINANCE CORP,US,CA,TORRANCE,2022-02-10 13:13:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,4906000000.0,1455000000.0,,,18907000000.0,68704000000.0,0.0769556249008303,0.0211778062412668,,,2.6337864283069763,,,True,High Risk,,,,
0000864749-22-000044,864749,TRIMBLE INC.,US,CA,SUNNYVALE,2022-02-22 20:13:00.0,10-K,20211231.0,2021.0,FY,207300000.0,620500000.0,,,1935600000.0,65500000.0,672000000.0,389900000.0,284300000.0,,3596900000.0,7099600000.0,0.1083988990519614,0.0549185869626457,0.0565703756365799,2.99324650265316,0.9738107815062972,1.3714386211748153,0.0400445095498337,False,Low Risk,TRMB,81.46960317460318,63.91430278884462,High Risk
0000866273-22-000008,866273,MATRIX SERVICE CO,US,OK,TULSA,2022-02-08 16:34:00.0,10-Q,20211231.0,2022.0,Q2,55953000.0,148030000.0,,,,1100000.0,5824000.0,,64183000.0,,,81717000.0,,,,2.645613282576448,,,0.7854302042414675,True,High Risk,MTRX,11.35986111111111,6.016673306772908,High Risk
0000866291-22-000008,866291,"ALLEGRO MICROSYSTEMS, INC.",US,NH,MANCHESTER,2022-02-02 16:49:00.0,10-Q,20211231.0,2022.0,Q3,,76235000.0,,,,3190000.0,63534000.0,-5095000.0,,4694000.0,585752000.0,747678000.0,-0.0086982204072713,-0.0068144308111245,,,0.2764412242723883,,,True,High Risk,ALGM,29.195257936507936,25.720796812749004,High Risk
0000866368-22-000006,866368,"PS BUSINESS PARKS, INC./MD",US,CA,GLENDALE,2022-02-22 17:07:00.0,10-K,20211231.0,2021.0,FY,,,,,,,302237000.0,174966000.0,,1700000.0,1756677000.0,2123222000.0,0.0996005526343203,0.0824058906699346,,,0.2086581653884009,,,True,High Risk,,,,
0000866829-22-000005,866829,HELIX ENERGY SOLUTIONS GROUP INC,US,TX,HOUSTON,2022-02-24 16:52:00.0,10-K,20211231.0,2021.0,FY,50022000.0,144137000.0,91712000.0,,,,140117000.0,-61538000.0,,,-41456000.0,129773000.0,1.4844172134311078,-0.4741972521248642,-0.7716266880666073,2.8814721522530085,-4.13037919722115,,,True,High Risk,HLX,4.503174603174603,4.555816733067729,Low Risk
0000867773-22-000016,867773,SUNPOWER CORP,US,CA,SAN JOSE,2022-02-25 16:16:00.0,10-K,20211231.0,2021.0,FY,166066000.0,108864000.0,118875000.0,,,4759000.0,-270413000.0,22159000.0,123772000.0,18554000.0,388389000.0,1554806000.0,0.0570536240727724,0.0142519388270948,0.0159561905036219,0.6555465899100358,3.003218422766865,0.1790307985651035,0.0796060730406237,True,High Risk,,,,
0000868671-22-000053,868671,"GLACIER BANCORP, INC.",US,MT,KALISPELL,2022-02-23 16:45:00.0,10-K,20211231.0,2021.0,FY,,,,,1495053000.0,10370000.0,172691000.0,284757000.0,163174000.0,3803000.0,-353000.0,2466289000.0,-806.6770538243626,0.1154597048439984,,,-6987.654390934844,1.7451125792099231,0.0661617515222263,True,High Risk,GBCI,55.44948412698413,51.40629482071713,High Risk
0000874015-22-000079,874015,IONIS PHARMACEUTICALS INC,US,CA,CARLSBAD,2022-02-24 17:39:00.0,10-K,20211231.0,2021.0,FY,17199000.0,,88560000.0,,1964167000.0,2352000.0,35892000.0,-451286000.0,440006000.0,438000.0,771737000.0,2611690000.0,-0.5847665720316636,-0.1727946272337069,-0.1739400907538318,,2.3841710323594696,-1.025636014054354,0.1684755847746095,True,High Risk,IONS,40.855555555555554,38.70019920318725,High Risk
0000874501-22-000019,874501,AMBAC FINANCIAL GROUP INC,US,NY,NEW YORK,2022-02-24 16:23:00.0,10-K,20211231.0,2021.0,FY,,,,,,295000000.0,16000000.0,-216000000.0,5000000.0,12000000.0,232000000.0,6216000000.0,-0.9310344827586208,-0.0347490347490347,,,25.79310344827586,-43.2,0.0008043758043758,True,High Risk,AMBC,15.59015873015873,12.818645418326692,High Risk
0000874716-22-000007,874716,IDEXX LABORATORIES INC /DE,US,ME,WESTBROOK,2022-02-16 14:57:00.0,10-K,20211231.0,2021.0,FY,116140000.0,368348000.0,415648000.0,,1377320000.0,9400000.0,459158000.0,744845000.0,,3415000.0,689992000.0,2294561000.0,1.079498023165486,0.3246132920414842,0.3419196748470566,3.171586016876184,2.3254892810351424,,,True,High Risk,IDXX,589.4018253968254,421.75496015936255,High Risk
0000874761-22-000022,874761,AES CORP,US,VA,ARLINGTON,2022-02-28 06:21:00.0,10-K,20211231.0,2021.0,FY,1156000000.0,1479000000.0,1223000000.0,,,54000000.0,-583000000.0,-148000000.0,9660000000.0,14000000.0,0.0,6795000000.0,,-0.0217807211184694,-0.0262457882603298,1.2794117647058822,,-0.0153209109730848,1.4216335540838851,True,High Risk,AES,25.38218253968254,23.783545816733067,High Risk
0000874766-22-000019,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",US,CT,HARTFORD,2022-02-18 16:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,71000000.0,504000000.0,2365000000.0,7000000.0,116000000.0,1170000000.0,76578000000.0,2.0213675213675213,0.0308835435764841,,,64.45128205128205,337.85714285714283,9.14100655540756e-05,True,High Risk,HIG,64.1677380952381,69.40179282868526,Low Risk
0000875045-22-000007,875045,BIOGEN INC.,US,MA,CAMBRIDGE,2022-02-03 17:24:00.0,10-K,20211231.0,2021.0,FY,454900000.0,1549400000.0,,,,252000000.0,4229800000.0,-125600000.0,11379800000.0,169500000.0,10896200000.0,23877300000.0,-0.0115269543510581,-0.0052602262399852,-0.0053623881412664,3.4060233018245767,1.19134193572071,-0.0110371008277825,0.4765949248868172,True,High Risk,BIIB,289.5568650793651,229.25420318725097,High Risk
0000875320-22-000007,875320,VERTEX PHARMACEUTICALS INC / MA,US,MA,BOSTON,2022-02-09 16:38:00.0,10-K,20211231.0,2021.0,FY,195000000.0,1136800000.0,1678600000.0,,7894000000.0,,1569300000.0,1176800000.0,,6300000.0,30000000.0,11751800000.0,39.22666666666667,0.1001378512227914,0.1018274955004845,5.82974358974359,390.7266666666667,,,True,High Risk,VRTX,204.4323015873016,274.59585657370525,Low Risk
0000875357-22-000013,875357,BOK FINANCIAL CORP,US,OK,TULSA,2022-02-23 13:33:00.0,10-K,20211231.0,2021.0,FY,,,,,1378794000.0,18311000.0,-473679000.0,115614000.0,1036000.0,9300000.0,5363732000.0,5548451000.0,0.0215547682098956,0.0208371669858848,,,0.0344385215368702,111.5965250965251,0.0001867187797098,True,High Risk,BOKF,90.6777380952381,93.84155378486055,Low Risk
0000876437-22-000013,876437,MGIC INVESTMENT CORP,US,WI,MILWAUKEE,2022-02-23 16:11:00.0,10-K,20211231.0,2021.0,FY,,,,,1794906000.0,,696317000.0,634983000.0,1199146000.0,13800000.0,2710385000.0,208146000.0,0.2342777871040461,3.050661554870139,,,-0.9232042680283428,0.5295293483862682,5.7610811641828334,True,High Risk,MTG,14.202341269841268,13.82207171314741,Low Risk
0000876523-22-000019,876523,EZCORP INC,US,TX,ROLLINGWOOD,2022-02-02 16:05:00.0,10-Q,20211231.0,2022.0,Q1,,6258000.0,,,,,-4513000.0,15721000.0,187025000.0,,240435000.0,1280321000.0,0.065385655166677,0.012278951919089,,,4.325019235968141,0.0840582809784788,0.1460766479656273,True,High Risk,EZPW,6.354345238095238,7.6881474103585665,Low Risk
0000877212-22-000026,877212,ZEBRA TECHNOLOGIES CORP,US,IL,LINCOLNSHIRE,2022-02-10 16:06:00.0,10-K,20211231.0,2021.0,FY,700000000.0,508000000.0,559000000.0,,,78000000.0,1069000000.0,544000000.0,,17000000.0,-47000000.0,5375000000.0,-11.574468085106384,0.1012093023255814,0.1163636363636363,0.7257142857142858,-115.36170212765956,,,True,High Risk,ZBRA,518.2833730158729,343.3003187250996,High Risk
0000877860-22-000005,877860,NATIONAL HEALTH INVESTORS INC,US,TN,MURFREESBORO,2022-02-22 16:14:00.0,10-K,20211231.0,2021.0,FY,,2594000.0,,,1591182000.0,,240955000.0,160456000.0,318081000.0,3061000.0,1507083000.0,2838876000.0,0.10646792512423,0.0565209611127784,,,0.8836892195054951,0.5044501243393978,0.1120446965630059,True,High Risk,NHI,64.25055555555555,57.94804780876494,High Risk
0000877890-22-000019,877890,CITRIX SYSTEMS INC,US,FL,FORT  LAUDERDALE,2022-02-16 15:29:00.0,10-K,20211231.0,2021.0,FY,92266000.0,858009000.0,507185000.0,,7041576000.0,66300000.0,783070000.0,504446000.0,,106669000.0,-2000.0,4890347000.0,-252223.0,0.1031513714670963,0.1051349487430495,9.299297682786726,-2445174.5,,,True,High Risk,,,,
0000878526-22-000026,878526,NATUS MEDICAL INC,US,WI,MIDDLETON,2022-02-25 16:03:00.0,10-K,20211231.0,2021.0,FY,36405000.0,93133000.0,44236000.0,,,17129000.0,63995000.0,-15671000.0,292400000.0,14161000.0,424750000.0,600394000.0,-0.0368946439081812,-0.0261011935495691,-0.0277860029184966,2.5582474934761708,0.4135232489699823,-0.05359439124487,0.4870135277834222,True,High Risk,,,,
0000879526-22-000014,879526,WABASH NATIONAL CORP,US,IN,LAFAYETTE,2022-02-24 16:12:00.0,10-K,20211231.0,2021.0,FY,104425000.0,176511000.0,115316000.0,,,22000000.0,124134000.0,12252000.0,,,325539000.0,1107071000.0,0.0376360436076783,0.0110670408672975,0.0122196667617484,1.6903136222169022,2.400732323930466,,,True,High Risk,WNC,16.73849206349206,17.53589641434263,Low Risk
0000880266-22-000006,880266,AGCO CORP /DE,US,GA,DULUTH,2022-02-25 15:37:00.0,10-K,20211231.0,2021.0,FY,1078300000.0,,1916700000.0,,30900000.0,61100000.0,660200000.0,125200000.0,402200000.0,1700000.0,2980000000.0,430200000.0,0.0420134228187919,0.2910274291027429,-0.193180064804814,,-0.8556375838926175,0.3112879164594729,0.9349139934913994,True,High Risk,AGCO,129.42757936507937,119.45310756972113,High Risk
0000882095-22-000007,882095,"GILEAD SCIENCES, INC.",US,CA,FOSTER CITY,2022-02-23 16:55:00.0,10-K,20211231.0,2021.0,FY,705000000.0,4892000000.0,4336000000.0,,,1100000000.0,11384000000.0,5386000000.0,,308000000.0,21069000000.0,67952000000.0,0.2556362428212065,0.079261831881328,0.0800927922435201,6.939007092198581,2.225212397361052,,,True,High Risk,GILD,67.63642857142857,67.03808764940239,Low Risk
0000882184-22-000024,882184,HORTON D R INC /DE/,US,TX,ARLINGTON,2022-02-02 16:34:00.0,10-Q,20211231.0,2022.0,Q1,,,,,3282700000.0,,247500000.0,1141600000.0,618700000.0,,15677700000.0,1215600000.0,0.0728168034852051,0.9391247120763409,,,-0.9224631164010026,1.845159204784225,0.5089667653833498,True,High Risk,DHI,90.25968253968254,77.6581673306773,High Risk
0000882835-22-000012,882835,ROPER TECHNOLOGIES INC,US,FL,SARASOTA,2022-02-22 17:02:00.0,10-K,20211231.0,2021.0,FY,,839400000.0,418600000.0,,,461500000.0,1525100000.0,289000000.0,,101200000.0,1100000.0,24024800000.0,262.72727272727275,0.0120292364556624,,,21839.727272727272,,,True,High Risk,ROP,450.2314285714286,425.7143426294821,High Risk
0000883237-22-000056,883237,"VIRTUS INVESTMENT PARTNERS, INC.",US,CT,HARTFORD,2022-02-25 16:16:00.0,10-K,20211231.0,2021.0,FY,,,,,1276424000.0,44481000.0,-36723000.0,79957000.0,81680000.0,22232000.0,828277000.0,14700000000.0,0.0965341304901621,0.0054392517006802,,,16.74768585871635,0.9789054848188052,0.005556462585034,True,High Risk,VRTS,280.144126984127,202.78350597609563,High Risk
0000883241-22-000003,883241,SYNOPSYS INC,US,CA,MOUNTAIN VIEW,2022-02-18 16:34:00.0,10-Q,20220131.0,2022.0,Q1,29203000.0,568501000.0,,,,610000.0,155744000.0,313687000.0,,41294000.0,5386773000.0,8901346000.0,0.0582328232505806,0.0352404007214189,0.0353563958561082,19.46721227271171,0.6524449795823957,,,True,High Risk,SNPS,287.6629365079365,316.5094820717131,Low Risk
0000883945-22-000009,883945,USA TRUCK INC,US,AR,VAN BUREN,2022-02-17 16:30:00.0,10-K,20211231.0,2021.0,FY,36378000.0,66857000.0,10798000.0,,60692000.0,1300000.0,37556000.0,24768000.0,,1964000.0,111425000.0,350232000.0,0.2222840475656271,0.0707188377989447,0.0789156741669693,1.837841552586728,2.143208436167826,,,True,High Risk,,,,
0000883984-22-000014,883984,ICU MEDICAL INC/DE,US,CA,SAN CLEMENTE,2022-02-25 16:54:00.0,10-K,20211231.0,2021.0,FY,71864000.0,124093000.0,97021000.0,,721412000.0,17700000.0,101918000.0,103135000.0,359477000.0,,-1522000.0,1880738000.0,-67.76281208935612,0.0548375159113071,0.05701613268807,1.7267755760881665,-1236.7017082785808,0.286902917293735,0.1911361391113488,True,High Risk,ICUI,215.13091269841271,183.50609561752987,High Risk
0000884614-22-000010,884614,UGI CORP /PA/,US,PA,KING OF PRUSSIA,2022-02-03 16:11:00.0,10-Q,20211231.0,2022.0,Q1,973000000.0,1461000000.0,,,,,-594000000.0,-97000000.0,535000000.0,,4437000000.0,4614000000.0,-0.0218616182105025,-0.0210229735587342,-0.0266410326833287,1.5015416238437822,0.0398918187964841,-0.1813084112149532,0.1159514521022973,True,High Risk,UGI,43.501626984126986,38.584103585657374,High Risk
0000885550-22-000009,885550,CREDIT ACCEPTANCE CORP,US,MI,SOUTHFIELD,2022-02-11 16:04:00.0,10-K,20211231.0,2021.0,FY,,,,,197200000.0,,1069400000.0,0.0,1489000000.0,,2302500000.0,7489000000.0,0.0,0.0,,,2.2525515743756785,0.0,0.1988249432501001,True,High Risk,CACC,492.08271825396827,520.5495019920319,Low Risk
0000885590-22-000010,885590,BAUSCH HEALTH COMPANIES INC.,CA,QC,QUEBEC,2022-02-23 17:29:00.0,10-K,20211231.0,2021.0,FY,337000000.0,166000000.0,4791000000.0,,462000000.0,,1501000000.0,-560000000.0,,,535000000.0,31199000000.0,-1.0467289719626167,-0.0179492932465784,-0.0181452919447864,0.4925816023738872,57.31588785046729,,,True,High Risk,BHC,28.67468253968254,13.014980079681276,Potential Bankruptcy
0000885725-22-000006,885725,BOSTON SCIENTIFIC CORP,US,MA,MARLBOROUGH,2022-02-23 16:34:00.0,10-K,20211231.0,2021.0,FY,794000000.0,,2436000000.0,,19732000000.0,789000000.0,1836000000.0,,,,,32229000000.0,,,,,,,,True,High Risk,BSX,41.58734126984126,41.857051792828685,Low Risk
0000886163-22-000030,886163,LIGAND PHARMACEUTICALS INC,US,CA,SAN DIEGO,2022-02-28 17:28:00.0,10-K,20211231.0,2021.0,FY,3784000.0,85453000.0,18530000.0,,,16900000.0,54586000.0,629302000.0,,,400105000.0,1297590000.0,1.572842128941153,0.4849775352769365,0.4863959511704228,22.582716701902747,2.243123680033991,,,True,High Risk,LGND,139.1143253968254,94.51549800796812,High Risk
0000886986-22-000007,886986,TECK RESOURCES LTD,CA,BC,VANCOUVER,2022-02-25 18:00:00.0,40-F,20211231.0,2021.0,FY,,,,,,,,,,,,96000000.0,,,,,,,,True,High Risk,TECK,23.375198412698413,35.13804780876494,Low Risk
0000887343-22-000038,887343,"COLUMBIA BANKING SYSTEM, INC.",US,WA,TACOMA,2022-02-25 16:02:00.0,10-K,20211231.0,2021.0,FY,,,,,,7987000.0,96138000.0,194451000.0,168168000.0,14900000.0,-50834000.0,2609412000.0,-3.825215407011056,0.0745190870586936,,,-52.33202187512295,1.1562901384329956,0.0644467029353739,True,High Risk,COLB,39.02888888888889,31.599760956175302,High Risk
0000887733-22-000004,887733,CENTRAL GARDEN & PET CO,US,CA,WALNUT CREEK,2022-02-03 12:23:00.0,10-Q,20211231.0,2022.0,Q1,245542000.0,322806000.0,189290000.0,,578917000.0,4200000.0,-36115000.0,9009000.0,,5200000.0,1086591000.0,1417011000.0,0.0082910681203875,0.0063577488107008,0.0076903443454329,1.3146671445211002,0.3040886589342264,,,True,High Risk,CENT,39.65146825396825,33.555498007968126,High Risk
0000887936-22-000013,887936,"FTI CONSULTING, INC",US,DC,WASHINGTON,2022-02-24 07:30:00.0,10-K,20211231.0,2021.0,FY,13124000.0,754120000.0,61618000.0,,0.0,10387000.0,217886000.0,234966000.0,723721000.0,13432000.0,1698156000.0,2777363000.0,0.1383653798590942,0.0846003925306126,0.0850020566239026,57.461139896373055,0.6355169960828099,0.3246637861827969,0.2605784695770772,False,Low Risk,FCN,136.1570634920635,162.34856573705179,Low Risk
0000888491-22-000007,888491,OMEGA HEALTHCARE INVESTORS INC,US,MD,HUNT VALLEY,2022-02-17 11:31:00.0,10-K,20211231.0,2021.0,FY,,,,,,,708256000.0,,892381000.0,14900000.0,-39858000.0,9497449000.0,,,,,-239.28212654924985,,0.0939600728574588,True,High Risk,OHI,34.34595238095238,29.879521912350597,High Risk
0000889331-22-000011,889331,LITTELFUSE INC /DE,US,IL,CHICAGO,2022-02-17 12:44:00.0,10-K,20211231.0,2021.0,FY,145984000.0,232760000.0,110478000.0,,,42729000.0,373344000.0,,,19100000.0,1893389000.0,2747593000.0,,,,1.5944213064445418,0.4511508200375094,,,True,High Risk,LFUS,274.1034126984127,244.39414342629485,High Risk
0000890926-22-000007,890926,RADIAN GROUP INC,US,PA,WAYNE,2022-02-25 16:18:00.0,10-K,20211231.0,2021.0,FY,,,,,,5100000.0,658434000.0,600671000.0,90442000.0,-29000.0,210000.0,384602000.0,2860.338095238096,1.561798950603481,,,1830.4380952380952,6.64150505296212,0.235157383476945,True,High Risk,RDN,22.387936507936505,21.19223107569721,High Risk
0000891014-22-000009,891014,MINERALS TECHNOLOGIES INC,US,NY,NEW YORK,2022-02-18 15:34:00.0,10-K,20211231.0,2021.0,FY,148300000.0,369000000.0,,,474200000.0,9300000.0,238300000.0,164400000.0,,,1539300000.0,3374200000.0,0.1068017930228025,0.0487226601861181,0.0509625220868594,2.4881995954147,1.1920353407392972,,,True,High Risk,MTX,74.97031746031746,62.59390438247013,High Risk
0000891103-22-000020,891103,"MATCH GROUP, INC.",US,TX,DALLAS,2022-02-24 16:06:00.0,10-K,20211231.0,2021.0,FY,,188482000.0,231748000.0,,8164216000.0,8727000.0,,,651407000.0,33752000.0,-223754000.0,5063288000.0,,,,,-23.62881557424672,,0.1286529622648366,True,High Risk,MTCH,148.47373015873018,74.67139442231075,High Risk
0000891166-22-000018,891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",US,FL,FORT LAUDERDALE,2022-02-28 16:34:00.0,10-K,20211231.0,2021.0,FY,,,,,,,151952000.0,20407000.0,311665000.0,13008000.0,563713000.0,1758741000.0,0.0362010455675139,0.0116031865976855,,,2.119922726635717,0.0654773554938796,0.1772091513190401,True,High Risk,UVE,14.42825396825397,12.42406374501992,High Risk
0000892537-22-000007,892537,MANTECH INTERNATIONAL CORP,US,VA,HERNDON,2022-02-25 10:30:00.0,10-K,20211231.0,2021.0,FY,142360000.0,400621000.0,9649000.0,,,27600000.0,247244000.0,137017000.0,1740261000.0,7500000.0,132000.0,2639565000.0,1038.0075757575758,0.0519089319641683,0.0548681425834082,2.814140207923574,19995.704545454544,0.0787335922600115,0.6592984071239011,True,High Risk,,,,
0000892553-22-000061,892553,CHART INDUSTRIES INC,US,GA,BALL GROUND,2022-02-24 17:04:00.0,10-K,20211231.0,2021.0,FY,175900000.0,236300000.0,,,,45700000.0,-21300000.0,308100000.0,,11200000.0,1572700000.0,225800000.0,0.1959051313028549,1.3644818423383525,6.174348697394789,1.343376918703809,-0.8564252559292935,,,True,High Risk,GTLS,159.49146825396826,164.4491235059761,Low Risk
0000893538-22-000020,893538,SM ENERGY CO,US,CO,DENVER,2022-02-25 08:55:00.0,10-K,20211231.0,2021.0,FY,25072000.0,2301000.0,65365000.0,,1827914000.0,,790944000.0,-187001000.0,1590105000.0,8700000.0,2063131000.0,4976431000.0,-0.090639421345518,-0.0375773320277122,-0.0377676108720858,0.0917756860242501,1.4120770809027638,-0.1176029255929639,0.3195271872552839,True,High Risk,SM,20.997103174603176,39.406772908366534,Low Risk
0000893691-22-000014,893691,MASONITE INTERNATIONAL CORP,US,FL,TAMPA,2022-02-24 14:46:00.0,10-K,20211231.0,2021.0,FY,138788000.0,290508000.0,277716000.0,,223666000.0,22200000.0,221656000.0,44602000.0,,,15018000.0,2137760000.0,2.9699027833266745,0.020863894918045,0.0223124686088649,2.0931780845606247,141.34651751231854,,,True,High Risk,,,,
0000895126-22-000029,895126,CHESAPEAKE ENERGY CORP,US,OK,OKLAHOMA CITY,2022-02-24 17:20:00.0,10-K,20211231.0,2021.0,FY,415000000.0,746000000.0,104000000.0,,,,1623000000.0,-308000000.0,5000000.0,1000000.0,3586000000.0,6595000000.0,-0.0858895705521472,-0.046702047005307,-0.0498381877022653,1.797590361445783,0.8390964863357502,-61.6,0.0007581501137225,True,High Risk,EXE,54.629244444444446,89.26868525896415,Low Risk
0000895417-22-000009,895417,EQUITY LIFESTYLE PROPERTIES INC,US,IL,CHICAGO,2022-02-22 17:18:00.0,10-K,20211231.0,2021.0,FY,,,,,1411397000.0,,443520000.0,13132000.0,1271694000.0,10900000.0,1233687000.0,5056991000.0,0.010644515180917,0.002596801141232,,,3.0990875319266555,0.0103263835482435,0.2514724665319752,True,High Risk,ELS,74.92980158730158,71.72314741035858,Low Risk
0000895421-22-000400,895421,MORGAN STANLEY,US,NY,NEW YORK,2022-02-24 16:06:00.0,10-K,20211231.0,2021.0,FY,,,,,,612000000.0,40773000000.0,9042000000.0,,1153000000.0,105441000000.0,3175000000.0,0.0857541184169345,2.847874015748032,,,-0.969888373592815,,,True,High Risk,MS,90.44980158730158,86.94645418326692,Low Risk
0000895728-22-000011,895728,ENBRIDGE INC,CA,AB,CALGARY,2022-02-11 07:11:00.0,10-K,20211231.0,2021.0,FY,,,3497000000.0,,,348000000.0,9781000000.0,1933000000.0,26917000000.0,76000000.0,61367000000.0,3705000000.0,0.0314990141281144,0.521727395411606,,,-0.939625531637525,0.0718133521566296,7.2650472334682865,True,High Risk,ENB,38.383809523809525,42.175856573705175,Low Risk
0000896262-22-000020,896262,AMEDISYS INC,US,LA,BATON ROUGE,2022-02-24 08:02:00.0,10-K,20211231.0,2021.0,FY,38217000.0,274961000.0,150836000.0,,728118000.0,0.0,288952000.0,126833000.0,,8700000.0,931351000.0,5700000.0,0.1361817402891069,22.25140350877193,-3.900513577513301,7.194730093937253,-0.99387985839925,,,True,High Risk,AMED,227.4696825396825,121.49615537848607,High Risk
0000896622-22-000006,896622,"APTARGROUP, INC.",US,IL,CRYSTAL LAKE,2022-02-18 12:37:00.0,10-K,20211231.0,2021.0,FY,,,,,849161000.0,39787000.0,363443000.0,,,185000.0,-83147000.0,1422815000.0,,,,,-18.112042527090576,,,True,High Risk,ATR,135.26345238095237,108.28462151394422,High Risk
0000897077-22-000007,897077,ALAMO GROUP INC,US,TX,SEGUIN,2022-02-24 17:29:00.0,10-K,20211231.0,2021.0,FY,75317000.0,237970000.0,64634000.0,,118528000.0,14637000.0,184333000.0,63103000.0,23462000.0,5400000.0,610000.0,352187000.0,103.44754098360656,0.1791746998043653,0.2279156282731968,3.159578846741108,576.355737704918,2.6895831557411984,0.0666180182687038,True,High Risk,ALG,150.62444444444444,134.8361752988048,High Risk
0000897101-22-000088,1488917,"ELECTROMED, INC.",US,MN,NEW PRAGUE,2022-02-08 16:16:00.0,10-Q,20211231.0,2022.0,Q2,1295000.0,17032000.0,,,,65000.0,-106000.0,1277000.0,20249000.0,,33041000.0,38204000.0,0.0386489513029266,0.0334258192859386,0.0345986073857324,13.152123552123552,0.1562604037408068,0.0630648427082818,0.5300230342372526,False,Low Risk,ELMD,11.20674603174603,11.07894422310757,Low Risk
0000897723-22-000007,897723,SANMINA CORP,US,CA,SAN JOSE,2022-02-02 12:35:00.0,10-Q,20211231.0,2022.0,Q1,1694592000.0,,,,,,68300000.0,58634000.0,,5135000.0,-1047202000.0,4206719000.0,-0.0559911077327965,0.0139381784236123,0.0233403804823561,,-5.017103672452879,,,True,High Risk,SANM,38.83488095238095,46.777051792828686,Low Risk
0000898173-22-000012,898173,O REILLY AUTOMOTIVE INC,US,MO,SPRINGFIELD,2022-02-28 16:37:00.0,10-K,20211231.0,2021.0,FY,4695312000.0,229679000.0,,,1280841000.0,4900000.0,1708479000.0,1752302000.0,,18435000.0,-6799000.0,11718707000.0,-257.72937196646564,0.1495303193432517,0.2494950091800333,0.0489166641109259,-1724.5927342256214,,,True,High Risk,ORLY,564.363492063492,705.6740438247011,Low Risk
0000898174-22-000005,898174,REINSURANCE GROUP OF AMERICA INC,US,MO,CHESTERFIELD,2022-02-25 15:45:00.0,10-K,20211231.0,2021.0,FY,,,,,2406000000.0,4000000.0,3322000000.0,415000000.0,616000000.0,-12000000.0,1000000.0,19581000000.0,415.0,0.0211940146059956,,,19580.0,0.6737012987012987,0.0314590674633573,True,High Risk,RGA,117.40753968253968,122.39370517928286,Low Risk
0000898770-22-000005,898770,SHARPS COMPLIANCE CORP,US,TX,HOUSTON,2022-02-02 12:46:00.0,10-Q,20211231.0,2022.0,Q2,3592000.0,9738000.0,3208000.0,,34333000.0,,2970000.0,1437000.0,,344000.0,-1554000.0,75431000.0,-0.9247104247104247,0.0190505229945247,0.0200030624034298,2.711024498886414,-49.53989703989704,,,True,High Risk,,,,
0000899051-22-000015,899051,ALLSTATE CORP,US,IL,NORTHBROOK,2022-02-18 15:17:00.0,10-K,20211231.0,2021.0,FY,,,,,3498000000.0,251000000.0,5129000000.0,4847000000.0,2361000000.0,120000000.0,25998000000.0,40880000000.0,0.1864374182629433,0.1185665362035225,,,0.572428648357566,2.0529436679373148,0.0577544031311154,True,High Risk,ALL,122.57710317460318,127.87151394422311,Low Risk
