adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2024,AvgPrice_2025,Performance
0000096943-25-000031,96943,TELEFLEX INC,US,PA,WAYNE,2025-02-28 08:47:00.0,10-K,20241231.0,2024.0,FY,132247000.0,443467000.0,146880000.0,,164088000.0,,363139000.0,,27224000.0,3754748000.0,7532546000.0,0.0967146130712367,0.0482093305503876,0.0490708551100435,3.353323704885555,1.006138894008333,,,True,High Risk,TFX,221.3215476190476,149.40102040816325,High Risk
0000097134-25-000006,97134,TENNANT CO,US,MN,EDEN PRAIRIE,2025-02-18 16:31:00.0,10-K,20241231.0,2024.0,FY,111400000.0,247600000.0,,,15900000.0,-25100000.0,66300000.0,,7800000.0,577000000.0,1113400000.0,0.1149046793760831,0.0595473324950601,0.0661676646706586,2.22262118491921,0.9296360485268632,,,True,High Risk,TNC,98.84015873015873,80.09969387755102,High Risk
0000097216-25-000011,97216,TEREX CORP,US,CT,NORWALK,2025-02-07 14:33:00.0,10-K,20241231.0,2024.0,FY,703000000.0,,,906000000.0,3000000.0,261000000.0,300000000.0,4418000000.0,,,3615000000.0,,0.0829875518672199,0.103021978021978,,,0.0679040289723856,1.2221300138312587,True,High Risk,TEX,56.30003968253968,41.84755102040817,High Risk
0000097476-25-000007,97476,TEXAS INSTRUMENTS INC,US,TX,DALLAS,2025-02-14 14:34:00.0,10-K,20241231.0,2024.0,FY,802000000.0,1787000000.0,,3362000000.0,,8720000000.0,8749000000.0,,,2630000000.0,32348000000.0,3.326615969581749,0.2704649437368616,0.2773410258035884,2.2281795511221945,11.299619771863116,,,True,High Risk,TXN,188.35448412698415,178.92642857142857,High Risk
0000097745-25-000010,97745,THERMO FISHER SCIENTIFIC INC.,US,MA,WALTHAM,2025-02-20 13:34:00.0,10-K,20241231.0,2024.0,FY,2872000000.0,8221000000.0,,17286000000.0,2395000000.0,9154000000.0,,,,46735000000.0,97154000000.0,,,,2.862465181058496,1.0788274312613673,,,True,High Risk,TMO,569.0217857142857,497.1729591836734,High Risk
0000098362-25-000055,98362,TIMKEN CO,US,OH,NORTH CANTON,2025-02-20 12:50:00.0,10-K,20241231.0,2024.0,FY,367200000.0,671700000.0,,1076500000.0,43900000.0,463800000.0,407400000.0,,1100000.0,2582400000.0,6541700000.0,0.1577602230483271,0.062277389669352,0.0659810510972548,1.829248366013072,1.5331861833952911,,,True,High Risk,TKR,82.3802380952381,72.81295918367347,High Risk
0000099780-25-000015,99780,TRINITY INDUSTRIES INC,US,TX,DALLAS,2025-02-20 15:13:00.0,10-K,20241231.0,2024.0,FY,,,,,5500000.0,-12800000.0,60100000.0,1977300000.0,22500000.0,1037100000.0,8906500000.0,0.0579500530324944,0.0067478807612417,,,7.587889306720664,0.0303949830577049,0.2220063998203559,True,High Risk,TRN,30.851666666666663,30.447959183673472,High Risk
0000100122-25-000004,100122,TUCSON ELECTRIC POWER CO,US,AZ,TUCSON,2025-02-14 06:21:00.0,10-K,20241231.0,2024.0,FY,137002000.0,217381000.0,,,,509410000.0,,1808082000.0,0.0,2531209000.0,6973634000.0,,,,1.586699464241398,1.7550605264124772,,0.2592740026218755,True,High Risk,,,,
0000100493-25-000007,100493,"TYSON FOODS, INC.",US,AR,SPRINGDALE,2025-02-03 07:34:00.0,10-Q,20241231.0,2025.0,Q1,2402000000.0,2406000000.0,,,,1300000000.0,107000000.0,13319000000.0,,4560000000.0,37100000000.0,0.0234649122807017,0.0028840970350404,0.0030837512248544,1.0016652789342215,7.135964912280702,0.0080336361588707,0.3590026954177897,True,High Risk,TSN,58.718650793650795,58.76622448979592,High Risk
0000100517-25-000046,100517,"UNITED AIRLINES HOLDINGS, INC.",US,IL,CHICAGO,2025-02-27 16:04:00.0,10-K,20241231.0,2024.0,FY,3835000000.0,,,8992000000.0,41000000.0,6066000000.0,737000000.0,,89000000.0,5029000000.0,71104000000.0,0.1465500099423344,0.0103650990099009,0.0109560124277155,,13.138794989063433,,,True,High Risk,UAL,56.183730158730164,85.15326530612245,Low Risk
0000100885-25-000042,100885,UNION PACIFIC CORP,US,NE,OMAHA,2025-02-07 12:12:00.0,10-K,20241231.0,2024.0,FY,856000000.0,2073000000.0,,,,9362000000.0,6998000000.0,,99000000.0,14161000000.0,67132000000.0,0.494174140244333,0.1042423881308466,0.105588750075442,2.421728971962617,3.7406256620295175,,,True,High Risk,UNP,239.86936507936508,232.90183673469386,High Risk
0000101199-25-000012,101199,UNITED FIRE GROUP INC,US,IA,CEDAR RAPIDS,2025-02-26 15:58:00.0,10-K,20241231.0,2024.0,FY,,,,209986000.0,709000.0,-1251000.0,15031000.0,980286000.0,2827000.0,203375000.0,3144190000.0,0.0739078057775046,0.0047805635155636,,,14.460061462814997,0.0153332802875895,0.3117769600437632,True,High Risk,UFCS,22.569285714285712,27.27806122448979,Low Risk
0000101829-25-000005,101829,RTX CORP,US,VA,ARLINGTON,2025-02-03 17:21:00.0,10-K,20241231.0,2024.0,FY,10698000000.0,,,,2000000000.0,7168000000.0,5197000000.0,67074000000.0,,-1915000000.0,161869000000.0,-2.713838120104439,0.0321062093421223,0.03437828684073,,-85.52689295039164,0.0774815875003727,0.4143721157232082,True,High Risk,RTX,107.34722222222223,127.35295918367348,Low Risk
0000102212-25-000006,102212,UNIVEST FINANCIAL CORP,US,PA,SOUDERTON,2025-02-24 17:14:00.0,10-K,20241231.0,2024.0,FY,,,,301066000.0,1200000.0,109455000.0,78120000.0,296182000.0,4220000.0,773794000.0,7780628000.0,0.1009571022778672,0.0100403206527802,,,9.05516713750688,0.2637567441640613,0.0380665930822036,True,High Risk,UVSP,24.518531746031748,29.287653061224486,Low Risk
0000102729-25-000009,102729,VALMONT INDUSTRIES INC,US,NE,OMAHA,2025-02-25 16:51:00.0,10-K,20241231.0,2024.0,FY,358311000.0,,146903000.0,,22120000.0,326265000.0,250863000.0,,41850000.0,1386847000.0,3477448000.0,0.1808872932630636,0.0721399716113655,0.0804270540216733,,1.5074489110911298,,,True,High Risk,VMI,268.09420634920633,314.54204081632656,Low Risk
0000103730-25-000017,103730,VISHAY INTERTECHNOLOGY INC,US,PA,MALVERN,2025-02-14 07:31:00.0,10-K,20241231.0,2024.0,FY,191002000.0,426674000.0,,1291499000.0,8127000.0,484288000.0,428810000.0,3497401000.0,6545000.0,2196081000.0,3865653000.0,0.19526146804239,0.1109282183372382,0.1166940751652333,2.2338718966293545,0.7602506464925474,0.122608188194605,0.90473744022032,False,Low Risk,VSH,20.784404761904764,15.560816326530613,High Risk
0000104889-25-000022,104889,GRAHAM HOLDINGS CO,US,VA,ARLINGTON,2025-02-26 08:21:00.0,10-K,20241231.0,2024.0,FY,154484000.0,496172000.0,,,58851000.0,235604000.0,67079000.0,13900000.0,3400000.0,3975737000.0,7187730000.0,0.0168720918913902,0.0093324317969651,0.0095374170048936,3.211801869449263,0.8078987619150865,4.825827338129496,0.0019338511602411,False,Low Risk,GHC,770.9809920634921,932.7145918367347,Low Risk
0000104894-25-000020,104894,ELME COMMUNITIES,US,MD,BETHESDA,2025-02-14 16:04:00.0,10-K,20241231.0,2024.0,FY,,,,,12604000.0,73211000.0,-30868000.0,209380000.0,8000000.0,1154060000.0,1872606000.0,-0.0267473094986395,-0.0164839800790983,,,0.6226244735975599,-0.147425733116821,0.11181209501625,True,High Risk,ELME,15.700277777777778,15.98673469387755,High Risk
0000105418-25-000014,105418,WEIS MARKETS INC,US,PA,SUNBURY,2025-02-26 15:30:00.0,10-K,20241231.0,2024.0,FY,226164000.0,50863000.0,42676000.0,,,218024000.0,125196000.0,4713986000.0,,1219742000.0,2039632000.0,0.1026413782586809,0.0613816610055147,0.06903678476819,0.2248943244725066,0.6721831338102648,0.0265584157441282,2.311194372318144,True,High Risk,WMK,65.87698412698413,75.25795918367348,Low Risk
0000105634-25-000015,105634,"EMCOR GROUP, INC.",US,CT,NORWALK,2025-02-26 07:33:00.0,10-K,20241231.0,2024.0,FY,935967000.0,3203490000.0,,91813000.0,61315000.0,497933000.0,406122000.0,11076120000.0,12100000.0,2469778000.0,5524607000.0,0.164436641673867,0.0735114733047979,0.0885059625509955,3.4226527217305738,1.2368840438290405,0.0366664499842905,2.004870210677429,False,Low Risk,EME,373.22293650793654,424.8759183673469,Low Risk
0000105770-25-000013,105770,WEST PHARMACEUTICAL SERVICES INC,US,PA,EXTON,2025-02-18 16:45:00.0,10-K,20241231.0,2024.0,FY,242400000.0,512000000.0,,,3700000.0,724000000.0,585900000.0,,23700000.0,2335400000.0,3829500000.0,0.2508777939539265,0.1529964747356051,0.1633352847704273,2.112211221122112,0.6397619251520082,,,True,High Risk,WST,335.59563492063495,250.57285714285715,High Risk
0000106640-25-000011,106640,WHIRLPOOL CORP /DE/,US,MI,BENTON HARBOR,2025-02-13 13:25:00.0,10-K,20241231.0,2024.0,FY,3598000000.0,1529000000.0,491000000.0,,35000000.0,1390000000.0,-1519000000.0,,58000000.0,2362000000.0,17124000000.0,-0.6430990685859441,-0.0887059098341509,-0.112302232736951,0.4249583101723179,6.249788314987299,,,True,High Risk,WHR,104.89686507936506,96.08428571428571,High Risk
0000107263-25-000031,107263,"WILLIAMS COMPANIES, INC.",US,OK,TULSA,2025-02-25 17:07:00.0,10-K,20241231.0,2024.0,FY,1379000000.0,10000000.0,,24578000000.0,353000000.0,4889000000.0,2049000000.0,148000000.0,1000000.0,12402000000.0,48433000000.0,0.1652152878567973,0.0423058658352776,0.0435457134356271,0.0072516316171138,2.9052572165779718,13.844594594594597,0.0030557677616501,True,High Risk,WMB,43.47869047619048,57.5915306122449,Low Risk
0000107815-25-000103,783325,"WEC ENERGY GROUP, INC.",US,WI,MILWAUKEE,2025-02-21 11:23:00.0,10-K,20241231.0,2024.0,FY,896600000.0,1503200000.0,,4115900000.0,,2060700000.0,246700000.0,9597400000.0,34800000.0,11724200000.0,41872100000.0,0.0210419474249842,0.0058917513093444,0.0060206708887017,1.6765558777604284,2.5714249159857387,0.0257048784045679,0.2292075152667289,True,High Risk,WEC,86.90579365079365,104.07489795918367,Low Risk
0000107815-25-000105,107815,WISCONSIN ELECTRIC POWER CO,US,WI,MILWAUKEE,2025-02-21 11:46:00.0,10-K,20241231.0,2024.0,FY,36700000.0,,,,,637000000.0,,4070300000.0,13200000.0,3944700000.0,15841400000.0,,,,,3.015869394377266,,0.2569406744353403,True,High Risk,WELPP,64.2463492063492,64.29275510204081,High Risk
0000107815-25-000107,107833,WISCONSIN PUBLIC SERVICE CORP,US,WI,GREEN BAY,2025-02-21 12:00:00.0,10-K,20241231.0,2024.0,FY,12000000.0,,,1782000000.0,,288200000.0,235000000.0,1785200000.0,6200000.0,1491500000.0,6708800000.0,0.1575595038551793,0.0350286191271166,0.0350913869310715,,3.4980221253771373,0.1316379117185749,0.2660982590031004,True,High Risk,,,,
0000108385-25-000008,108385,WORLD ACCEPTANCE CORP,US,SC,GREENVILLE,2025-02-06 16:28:00.0,10-Q,20241231.0,2025.0,Q3,,,,,1050926.0,181969945.0,16664818.0,137749387.0,-4900000.0,385226737.0,1056351043.0,0.043259764703196,0.0157758333372516,,,1.7421540135725315,0.1209792534321768,0.1304011463923929,True,High Risk,WRLD,124.9170238095238,131.40377551020407,Low Risk
0000109177-25-000009,109177,"SPECTRUM BRANDS HOLDINGS, INC.",US,WI,MIDDLETON,2025-02-06 10:05:00.0,10-Q,20241231.0,2025.0,Q1,397300000.0,635400000.0,,1988100000.0,11100000.0,-4300000.0,29100000.0,,,2140900000.0,3842300000.0,0.0135924144051567,0.0075735887359133,0.0084470246734397,1.5992952428895042,0.7947125040870662,,,True,High Risk,SPB,86.92575396825397,72.41336734693877,High Risk
0000109380-25-000040,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",US,UT,SALT LAKE CITY,2025-02-25 15:24:00.0,10-K,20241231.0,2024.0,FY,,,,,,1470000000.0,907000000.0,614000000.0,30000000.0,7463000000.0,87203000000.0,0.121532895618384,0.0104010183135901,,,10.68471124212783,1.477198697068404,0.0070410421659805,True,High Risk,ZION,46.47130952380952,50.708163265306126,Low Risk
0000110471-25-000046,110471,WOLVERINE WORLD WIDE INC /DE/,US,MI,ROCKFORD,2025-02-20 13:03:00.0,10-K,20241231.0,2024.0,FY,206000000.0,230800000.0,,364000000.0,7900000.0,-178900000.0,-188300000.0,2684800000.0,,278600000.0,2062800000.0,-0.6758793969849246,-0.0912836920690323,-0.1014110297285652,1.120388349514563,6.40416367552046,-0.0701355780691299,1.301531898390537,True,High Risk,WWW,13.861269841269841,16.492551020408165,Low Risk
0000200406-25-000038,200406,JOHNSON & JOHNSON,US,NJ,NEW BRUNSWICK,2025-02-13 16:08:00.0,10-K,20241231.0,2024.0,FY,9632000000.0,14873000000.0,10212000000.0,,3900000000.0,21194000000.0,17941000000.0,,1028000000.0,,167558000000.0,,0.107073371608637,0.1136038397730582,1.544123754152824,,,,True,High Risk,JNJ,155.53,155.40816326530614,High Risk
0000202058-25-000023,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",US,FL,MELBOURNE,2025-02-14 16:25:00.0,10-K,20241231.0,2024.0,FY,2106000000.0,1230000000.0,,15553000000.0,605000000.0,2158000000.0,1062000000.0,,109000000.0,18765000000.0,41687000000.0,0.0565947242206235,0.0254755679228536,0.0268310553043126,0.584045584045584,1.2215294431121768,,,True,High Risk,LHX,224.36222222222221,213.21642857142857,High Risk
0000215466-25-000009,215466,"COEUR MINING, INC.",US,IL,CHICAGO,2025-02-19 17:19:00.0,10-K,20241231.0,2024.0,FY,115110000.0,31035000.0,,4139870000.0,,25616000.0,-78107000.0,,10000000.0,800262000.0,2080848000.0,-0.0976017854152764,-0.0375361391125156,-0.0397341863462984,0.2696116757883763,1.6002084317386056,,,True,High Risk,CDE,5.216587301587301,6.201224489795918,Low Risk
0000216228-25-000014,216228,ITT INC.,US,CT,STAMFORD,2025-02-10 17:18:00.0,10-K,20241231.0,2024.0,FY,437000000.0,,413100000.0,,20800000.0,,367000000.0,2987700000.0,18100000.0,2528200000.0,3932600000.0,0.1451625662526698,0.0933224838529217,0.1049891291909829,,0.5554940273712523,0.1228369648893797,0.7597263896658699,True,High Risk,ITT,135.44968253968253,140.00795918367345,High Risk
0000217346-25-000017,217346,TEXTRON INC,US,RI,PROVIDENCE,2025-02-06 12:29:00.0,10-K,20241231.0,2024.0,FY,1023000000.0,868000000.0,,,52000000.0,1488000000.0,861000000.0,12869000000.0,66000000.0,6815000000.0,16856000000.0,0.1263389581804842,0.0510797342192691,0.0543800922124676,0.8484848484848485,1.4733675715333825,0.0669049654207786,0.7634670147128619,True,High Risk,TXT,86.89170634920634,72.81551020408162,High Risk
0000230557-25-000006,230557,SELECTIVE INSURANCE GROUP INC,US,NJ,BRANCHVILLE,2025-02-10 16:56:00.0,10-K,20241231.0,2024.0,FY,,,,522748000.0,,802409000.0,224886000.0,3558062000.0,23600000.0,464347000.0,11802546000.0,0.4843059177727001,0.0190540244452341,,,24.41751319595044,0.0632046321845993,0.3014656329236082,True,High Risk,SIGI,96.67150793650794,87.90591836734694,High Risk
0000277135-25-000010,277135,"W.W. GRAINGER, INC.",US,IL,LAKE FOREST,2025-02-20 16:45:00.0,10-K,20241231.0,2024.0,FY,,2192000000.0,,1355000000.0,61000000.0,1333000000.0,1547000000.0,,48000000.0,3115000000.0,8147000000.0,0.4966292134831461,0.1898858475512458,,,1.6154093097913322,,,True,High Risk,GWW,992.7607936507936,1029.805306122449,High Risk
0000277509-25-000012,277509,FEDERAL SIGNAL CORP /DE/,US,IL,DOWNERS GROVE,2025-02-26 16:20:00.0,10-K,20241231.0,2024.0,FY,66700000.0,186200000.0,,291100000.0,12900000.0,71800000.0,120400000.0,1434800000.0,2100000.0,784000000.0,1524300000.0,0.1535714285714285,0.0789870760349012,0.0826015367727771,2.7916041979010493,0.9442602040816328,0.0839141343741288,0.9412845240438232,False,Low Risk,FSS,86.76218253968254,86.60622448979593,High Risk
0000277948-25-000008,277948,CSX CORP,US,FL,JACKSONVILLE,2025-02-27 14:08:00.0,10-K,20241231.0,2024.0,FY,1237000000.0,1393000000.0,,691000000.0,10000000.0,5526000000.0,4114000000.0,,74000000.0,-47000000.0,41682000000.0,-87.53191489361703,0.0986996785183052,0.1017183829892446,1.126111560226354,-887.8510638297872,,,True,High Risk,CSX,34.65289682539682,30.620102040816327,High Risk
0000310522-25-000199,310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,US,DC,WASHINGTON,2025-02-14 06:46:00.0,10-K,20241231.0,2024.0,FY,,,,,,43826000000.0,12923000000.0,,,77682000000.0,4325437000000.0,0.1663577147859221,0.0029876750025488,,,54.681329008007005,,,True,High Risk,FNMA,1.5745203571428572,6.333469387755103,Low Risk
0000310764-25-000023,310764,STRYKER CORP,US,MI,PORTAGE,2025-02-12 11:47:00.0,10-K,20241231.0,2024.0,FY,,3765000000.0,,2200000000.0,627000000.0,2624000000.0,2358000000.0,18449000000.0,,,39912000000.0,,0.0590799759470835,,,,0.1278118055179142,0.4622419322509521,True,High Risk,SYK,347.8921428571428,375.9575510204081,Low Risk
0000313143-25-000012,313143,HAEMONETICS CORP,US,MA,BOSTON,2025-02-06 06:21:00.0,10-Q,20241231.0,2025.0,Q3,73358000.0,206562000.0,,634627000.0,9300000.0,117670000.0,41042000.0,,,817997000.0,2195591000.0,0.0501737781434406,0.0186929168501783,0.0193390640895698,2.815807410234739,1.6841064209281942,,,True,High Risk,HAE,81.90567460317462,66.19448979591837,High Risk
0000313616-25-000043,313616,DANAHER CORP /DE/,US,DC,WASHINGTON,2025-02-20 16:18:00.0,10-K,20241231.0,2024.0,FY,,3922000000.0,4813000000.0,16170000000.0,1434000000.0,8519000000.0,7209000000.0,,295000000.0,53486000000.0,84350000000.0,0.134782933851849,0.085465323058684,,,0.5770481995288487,,,True,High Risk,DHR,251.85789682539684,208.25653061224492,High Risk
0000314489-25-000041,314489,FIRST BUSEY CORP /NV/,US,IL,URBANA,2025-02-27 16:01:00.0,10-K,20241231.0,2024.0,FY,,,,,11628000.0,165787000.0,128311000.0,450241000.0,8968000.0,1319112000.0,12283415000.0,0.0972707397097441,0.0104458735620346,,,8.311881781076966,0.2849829313634253,0.0366543831662448,True,High Risk,BUSE,24.52888888888889,22.380102040816332,High Risk
0000315213-25-000007,315213,ROBERT HALF INC.,US,CA,MENLO PARK,2025-02-13 15:19:00.0,10-K,20241231.0,2024.0,FY,,860872000.0,,,1667000.0,683750000.0,657919000.0,,,1381051000.0,3010789000.0,0.4763900826254787,0.2185204609157267,,,1.1800708301141667,,,True,High Risk,RHI,70.84468253968254,55.53479591836736,High Risk
0000316709-25-000010,316709,SCHWAB CHARLES CORP,US,TX,WESTLAKE,2025-02-26 16:25:00.0,10-K,20241231.0,2024.0,FY,,,,,596000000.0,2057000000.0,7183000000.0,20762000000.0,,56261000000.0,493178000000.0,0.1276728106503617,0.0145647210540616,,,7.765894669486856,0.3459685964743281,0.0420983904391517,True,High Risk,SCHW,70.09607142857142,79.31316326530612,Low Risk
0000317540-25-000025,317540,"COCA-COLA CONSOLIDATED, INC.",US,NC,CHARLOTTE,2025-02-20 16:16:00.0,10-K,20241231.0,2024.0,FY,,,237994000.0,135953000.0,,554506000.0,430158000.0,,,711786000.0,4288942000.0,0.604336134737126,0.1002946647448251,,,5.02560601079538,,,True,High Risk,COKE,1069.144126984127,1317.971326530612,Low Risk
0000318154-25-000010,318154,AMGEN INC,US,CA,THOUSAND OAKS,2025-02-14 16:19:00.0,10-K,20241231.0,2024.0,FY,1590000000.0,7268000000.0,15359000000.0,,2600000000.0,9721000000.0,6552000000.0,,401000000.0,6700000000.0,97154000000.0,0.977910447761194,0.0674393231364637,0.0685613829475534,4.571069182389937,13.500597014925374,,,True,High Risk,AMGN,302.7003968253968,289.9185714285714,High Risk
0000318300-25-000093,318300,PEOPLES BANCORP INC,US,OH,MARIETTA,2025-02-27 16:42:00.0,10-K,20241231.0,2024.0,FY,,,,,7763000.0,119839000.0,101292000.0,,4325000.0,845025000.0,9157382000.0,0.119868642939558,0.011061239991954,,,9.83681784562587,,,True,High Risk,PEBO,30.566468253968253,30.452040816326534,High Risk
0000320017-25-000011,320017,"LISATA THERAPEUTICS, INC.",US,NJ,BASKING RIDGE,2025-02-27 16:11:00.0,10-K,20241231.0,2024.0,FY,2421000.0,0.0,4169000.0,,71000.0,-20032000.0,-20840000.0,,2038000.0,48148000.0,54694000.0,-0.4328321010218493,-0.3810289976962738,-0.3986761808199262,0.0,0.1359558029409321,,,True,High Risk,LSTA,3.004581673306773,2.5418367346938773,High Risk
0000320335-25-000013,320335,GLOBE LIFE INC.,US,TX,MCKINNEY,2025-02-26 17:17:00.0,10-K,20241231.0,2024.0,FY,,,,,,1422194000.0,894386000.0,5226740000.0,35650000.0,2003808000.0,28051499000.0,0.4463431626183746,0.0318837150200065,,,12.999095222695988,0.171117369526703,0.1863265845436637,True,High Risk,GL,102.08559523809524,122.00969387755103,Low Risk
0000350698-25-000029,350698,"AUTONATION, INC.",US,FL,FORT LAUDERDALE,2025-02-14 16:46:00.0,10-K,20241231.0,2024.0,FY,344700000.0,634500000.0,,22400000.0,,1668100000.0,1377400000.0,26985000000.0,,2377000000.0,10059700000.0,0.5794699200673117,0.136922572243705,0.1417807514153371,1.8407310704960835,3.232099284812789,0.0510431721326663,2.682485561199638,True,High Risk,AN,162.9188888888889,176.65,Low Risk
0000350894-25-000028,350894,SEI INVESTMENTS CO,US,PA,OAKS,2025-02-20 14:39:00.0,10-K,20241231.0,2024.0,FY,10618000.0,501434000.0,318945000.0,1404962000.0,12580000.0,566119000.0,475467000.0,1991037000.0,39403000.0,1246608000.0,2520003000.0,0.3814085903507758,0.1886771563367186,0.1894755089394413,47.2249011113204,1.0214879095914675,0.2388036987760649,0.7900931070320154,False,Low Risk,SEIC,69.75761904761904,79.32295918367346,Low Risk
0000351569-25-000006,351569,AMERIS BANCORP,US,GA,ATLANTA,2025-02-28 16:09:00.0,10-K,20241231.0,2024.0,FY,,,,1945385000.0,19744000.0,1062473000.0,346540000.0,,6700000.0,2966451000.0,25053286000.0,0.1168197283555332,0.013832117671111,,,7.445541827591287,,,True,High Risk,ABCB,55.21595238095238,60.45826530612245,Low Risk
0000352541-25-000014,352541,ALLIANT ENERGY CORP,US,WI,MADISON,2025-02-21 16:46:00.0,10-K,20241231.0,2024.0,FY,611000000.0,475000000.0,,3030000000.0,,486000000.0,686000000.0,4205000000.0,13000000.0,2749000000.0,20163000000.0,0.2495452891960713,0.0340227148737787,0.0350859247135842,0.7774140752864157,6.334667151691524,0.1631391200951248,0.2085503149332936,True,High Risk,LNT,54.205198412698415,61.22683673469389,Low Risk
0000353184-25-000009,353184,AIR T INC,US,NC,CHARLOTTE,2025-02-12 16:31:00.0,10-Q,20241231.0,2025.0,Q3,15072000.0,22911000.0,15511000.0,,,23145000.0,-2979000.0,63756000.0,,4770000.0,177167000.0,-0.6245283018867924,-0.0168146438106419,-0.0183781116012215,1.5201035031847134,36.141928721174,-0.0467250141163184,0.3598638572646147,True,High Risk,AIRT,20.586230158730157,18.17581632653061,High Risk
0000354707-25-000013,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,US,HI,HONOLULU,2025-02-24 15:46:00.0,10-K,20241231.0,2024.0,FY,198885000.0,546704000.0,,,,454476000.0,243028000.0,3420917000.0,7500000.0,2390884000.0,17243821000.0,0.1016477587369358,0.0140936280885773,0.014258076416362,2.748844809814717,6.212320212942158,0.0710417703791118,0.1983850911001685,True,High Risk,HE,11.389047619047618,10.195408163265308,High Risk
0000355019-25-000009,355019,FONAR CORP,US,NY,MELVILLE,2025-02-19 13:49:00.0,10-Q,20241231.0,2025.0,Q2,1856000.0,,,,50000.0,6689000.0,3759000.0,25386000.0,,165968000.0,214246000.0,0.0226489443748192,0.0175452517199854,0.0176985733791609,,0.2908873999807191,0.1480737414322855,0.1184899601392791,True,High Risk,FONR,17.481031746031743,14.056122448979592,High Risk
0000355811-25-000009,355811,GENTEX CORP,US,MI,ZEELAND,2025-02-25 15:03:00.0,10-K,20241231.0,2024.0,FY,184398820.0,321809868.0,,968245875.0,21700000.0,338200529.0,,,906478.0,2312517069.0,2327229924.0,,,,1.7451839876198774,0.0063622687145666,,,True,High Risk,GNTX,32.494484126984126,24.175510204081636,High Risk
0000356037-25-000014,356037,CSP INC /MA/,US,MA,LOWELL,2025-02-10 17:10:00.0,10-Q,20241231.0,2025.0,Q1,,14494000.0,,22689000.0,3000.0,1673000.0,-73000.0,15375000.0,296000.0,46148000.0,67427000.0,-0.0015818670364912,-0.0010826523499488,,,0.4611034064314813,-0.0047479674796747,0.228024381924155,True,High Risk,CSPI,14.826785714285712,16.470918367346936,Low Risk
0000356309-25-000024,356309,NEW JERSEY RESOURCES CORP,US,NJ,WALL,2025-02-04 14:50:00.0,10-Q,20241231.0,2025.0,Q1,169232000.0,,,633811000.0,,46415000.0,89411000.0,,,1990735000.0,6981645000.0,0.0449135620763185,0.0128065806840651,0.013124718069794,,2.507068997129201,,,True,High Risk,NJR,44.62666666666667,47.659693877551014,Low Risk
0000700564-25-000014,700564,FULTON FINANCIAL CORP,US,PA,LANCASTER,2025-02-28 16:36:00.0,10-K,20241231.0,2024.0,FY,,,,,1731000.0,594791000.0,286981000.0,,14000000.0,2712680000.0,27571915000.0,0.1057924266776766,0.0104084536746903,,,9.164086807142752,,,True,High Risk,FULT,17.430833333333332,18.45785714285714,Low Risk
0000700923-25-000006,700923,MYR GROUP INC.,US,CO,THORNTON,2025-02-26 16:08:00.0,10-K,20241231.0,2024.0,FY,359363000.0,521893000.0,,162386000.0,9009000.0,167484000.0,83381000.0,,7900000.0,519102000.0,1578746000.0,0.1606254647448863,0.0528147023017002,0.0683796641416191,1.4522724932728188,2.041302094771355,,,True,High Risk,MYRG,140.6109523809524,133.44867346938776,High Risk
0000701347-25-000007,701347,CENTRAL PACIFIC FINANCIAL CORP,US,HI,HONOLULU,2025-02-26 15:16:00.0,10-K,20241231.0,2024.0,FY,,,,,705000.0,114121000.0,73928000.0,47919000.0,3456000.0,558267000.0,7642796000.0,0.1324240909815554,0.009672899813105,,,12.690216330178927,1.542770091195559,0.0062698258595414,True,High Risk,CPF,23.755396825396826,27.366938775510203,Low Risk
0000702165-25-000008,702165,NORFOLK SOUTHERN CORP,US,GA,ATLANTA,2025-02-10 09:24:00.0,10-K,20241231.0,2024.0,FY,1638000000.0,1147000000.0,,,,4222000000.0,3270000000.0,,53000000.0,13641000000.0,41652000000.0,0.2397184957114581,0.0785076346874099,0.0817213975108712,0.7002442002442002,2.053441829777876,,,True,High Risk,NSC,243.3527777777778,236.95428571428573,High Risk
0000705432-25-000020,705432,SOUTHSIDE BANCSHARES INC,US,TX,TYLER,2025-02-27 16:51:00.0,10-K,20241231.0,2024.0,FY,,,,788840000.0,2273000.0,226517000.0,105020000.0,,2900000.0,912172000.0,8284914000.0,0.1151317953193038,0.01267605191798,,,8.082622575566889,,,True,High Risk,SBSI,30.74674603174603,29.733265306122444,High Risk
